# Generated from ../data/13JUL2013/000.dat
time v v_c
26.545 1.96714 2
26.55 1.96837 2
26.555 1.96928 2
26.56 1.98021 2
26.565 1.98545 2
26.57 1.97895 2
26.575 1.97699 2
26.58 1.97554 2
26.585 1.9745 2
26.59 1.97373 2
26.595 1.97319 2
26.6 1.98305 2
26.605 1.98752 2
26.61 1.98046 2
26.615 1.97809 2
26.62 1.98662 2
26.625 1.97983 2
26.63 1.9776 2
26.635 1.98629 2
26.64 1.98985 2
26.645 1.99246 2
26.65 1.98406 2
26.655 1.98071 2
26.66 1.97825 2
26.665 1.97647 2
26.67 1.97516 2
26.675 1.97422 2
26.68 1.98381 2
26.685 1.97777 2
26.69 1.97611 2
26.695 1.97491 2
26.7 1.97402 2
26.705 1.97339 2
26.71 1.97292 2
26.715 1.97259 2
26.72 1.98262 2
26.725 1.97691 2
26.73 1.97548 2
26.735 1.97445 2
26.74 1.97369 2
26.745 1.97315 2
26.75 1.97274 2
26.755 1.97246 2
26.76 1.98252 2
26.765 1.97684 2
26.77 1.97543 2
26.775 1.96413 2
26.78 1.96891 2
26.785 1.96967 2
26.79 1.97021 2
26.795 1.97061 2
26.8 1.98118 2
26.805 1.97586 2
26.81 1.97471 2
26.815 1.9739 2
26.82 1.97328 2
26.825 1.97286 2
26.83 1.97252 2
26.835 1.9723 2
26.84 1.97212 2
26.845 1.97201 2
26.85 1.97191 2
26.855 1.97185 2
26.86 1.97179 2
26.865 1.97177 2
26.87 1.98202 2
26.875 1.98676 2
26.88 1.99019 2
26.885 1.98243 2
26.89 1.9795 2
26.895 1.97738 2
26.9 1.97582 2
26.905 1.97471 2
26.91 1.97387 2
26.915 1.98357 2
26.92 1.98787 2
26.925 1.98074 2
26.93 1.97827 2
26.935 1.98677 2
26.94 1.97992 2
26.945 1.97769 2
26.95 1.97604 2
26.955 1.98515 2
26.96 1.98902 2
26.965 1.98158 2
26.97 1.97888 2
26.975 1.97693 2
26.98 1.97549 2
26.985 1.97446 2
26.99 1.9737 2
26.995 1.98344 2
27 1.97749 2
27.005 1.97592 2
27.01 1.97476 2
27.015 1.97393 2
27.02 1.97331 2
27.025 1.97287 2
27.03 1.97254 2
27.035 1.9826 2
27.04 1.98716 2
27.045 1.98022 2
27.05 1.97789 2
27.055 1.96592 2
27.06 1.97022 2
27.065 1.97063 2
27.07 1.9709 2
27.075 1.98141 2
27.08 1.98629 2
27.085 1.97959 2
27.09 1.97743 2
27.095 1.98616 2
27.1 1.97947 2
27.105 1.97736 2
27.11 1.97581 2
27.115 1.98498 2
27.12 1.97861 2
27.125 1.97674 2
27.13 1.97535 2
27.135 1.96408 2
27.14 1.96888 2
27.145 1.96964 2
27.15 1.98047 2
27.155 1.97535 2
27.16 1.97434 2
27.165 1.97362 2
27.17 1.9628 2
27.175 1.95768 2
27.18 1.96421 2
27.185 1.96625 2
27.19 1.96771 2
27.195 1.9688 2
27.2 1.96957 2
27.205 1.97015 2
27.21 1.96027 2
27.215 1.96612 2
27.22 1.96762 2
27.225 1.96873 2
27.23 1.96952 2
27.235 1.97011 2
27.24 1.97053 2
27.245 1.96056 2
27.25 1.96631 2
27.255 1.96778 2
27.26 1.96883 2
27.265 1.97989 2
27.27 1.98519 2
27.275 1.97878 2
27.28 1.97684 2
27.285 1.96516 2
27.29 1.96967 2
27.295 1.97022 2
27.3 1.97061 2
27.305 1.9709 2
27.31 1.9711 2
27.315 1.97127 2
27.32 1.96108 2
27.325 1.96671 2
27.33 1.96805 2
27.335 1.96904 2
27.34 1.98003 2
27.345 1.97503 2
27.35 1.97411 2
27.355 1.97345 2
27.36 1.96267 2
27.365 1.95759 2
27.37 1.96415 2
27.375 1.9662 2
27.38 1.96768 2
27.385 1.96877 2
27.39 1.96955 2
27.395 1.95985 2
27.4 1.9658 2
27.405 1.9674 2
27.41 1.96855 2
27.415 1.96941 2
27.42 1.97001 2
27.425 1.97047 2
27.43 1.9605 2
27.435 1.956 2
27.44 1.963 2
27.445 1.95507 2
27.45 1.95203 2
27.455 1.96012 2
27.46 1.95296 2
27.465 1.95051 2
27.47 1.94871 2
27.475 1.9577 2
27.48 1.9512 2
27.485 1.94923 2
27.49 1.95806 2
27.495 1.95148 2
27.5 1.94941 2
27.505 1.94792 2
27.51 1.95711 2
27.515 1.95079 2
27.52 1.94891 2
27.525 1.94756 2
27.53 1.94656 2
27.535 1.94584 2
27.54 1.9556 2
27.545 1.95997 2
27.55 1.95285 2
27.555 1.96072 2
27.56 1.9534 2
27.565 1.95083 2
27.57 1.94894 2
27.575 1.95787 2
27.58 1.95132 2
27.585 1.94931 2
27.59 1.95812 2
27.595 1.96181 2
27.6 1.95419 2
27.605 1.95141 2
27.61 1.95965 2
27.615 1.95263 2
27.62 1.96054 2
27.625 1.96357 2
27.63 1.95548 2
27.635 1.95234 2
27.64 1.95004 2
27.645 1.95867 2
27.65 1.96219 2
27.655 1.96477 2
27.66 1.96664 2
27.665 1.96801 2
27.67 1.95871 2
27.675 1.96499 2
27.68 1.96679 2
27.685 1.96813 2
27.69 1.95879 2
27.695 1.96505 2
27.7 1.96684 2
27.705 1.95787 2
27.71 1.96436 2
27.715 1.96635 2
27.72 1.96779 2
27.725 1.96885 2
27.73 1.96961 2
27.735 1.97018 2
27.74 1.96029 2
27.745 1.95585 2
27.75 1.96288 2
27.755 1.96528 2
27.76 1.967 2
27.765 1.96828 2
27.77 1.96919 2
27.775 1.96988 2
27.78 1.96007 2
27.785 1.96597 2
27.79 1.96751 2
27.795 1.95836 2
27.8 1.96471 2
27.805 1.96661 2
27.81 1.96798 2
27.815 1.9587 2
27.82 1.96496 2
27.825 1.96679 2
27.83 1.96811 2
27.835 1.96909 2
27.84 1.96978 2
27.845 1.9703 2
27.85 1.96038 2
27.855 1.95591 2
27.86 1.96293 2
27.865 1.96531 2
27.87 1.95674 2
27.875 1.96355 2
27.88 1.96575 2
27.885 1.96737 2
27.89 1.96853 2
27.895 1.96939 2
27.9 1.97 2
27.905 1.96018 2
27.91 1.96603 2
27.915 1.96757 2
27.92 1.95839 2
27.925 1.95447 2
27.93 1.96187 2
27.935 1.96454 2
27.94 1.95618 2
27.945 1.96314 2
27.95 1.96545 2
27.955 1.95686 2
27.96 1.95333 2
27.965 1.96107 2
27.97 1.96394 2
27.975 1.95576 2
27.98 1.95253 2
27.985 1.96048 2
27.99 1.95323 2
27.995 1.9507 2
28 1.95914 2
28.005 1.96255 2
28.01 1.95473 2
28.015 1.96209 2
28.02 1.96468 2
28.025 1.9563 2
28.03 1.95292 2
28.035 1.96077 2
28.04 1.96372 2
28.045 1.96589 2
28.05 1.96745 2
28.055 1.96861 2
28.06 1.96943 2
28.065 1.95976 2
28.07 1.96573 2
28.075 1.96735 2
28.08 1.96852 2
28.085 1.96938 2
28.09 1.96999 2
28.095 1.97046 2
28.1 1.96049 2
28.105 1.96628 2
28.11 1.96774 2
28.115 1.96882 2
28.12 1.97987 2
28.125 1.97491 2
28.13 1.97402 2
28.135 1.97339 2
28.14 1.96263 2
28.145 1.96784 2
28.15 1.96887 2
28.155 1.96964 2
28.16 1.97018 2
28.165 1.9706 2
28.17 1.97088 2
28.175 1.96082 2
28.18 1.9665 2
28.185 1.96792 2
28.19 1.96893 2
28.195 1.96968 2
28.2 1.97021 2
28.205 1.97062 2
28.21 1.96061 2
28.215 1.95608 2
28.22 1.96305 2
28.225 1.9654 2
28.23 1.95681 2
28.235 1.9636 2
28.24 1.96578 2
28.245 1.9571 2
28.25 1.95351 2
28.255 1.9612 2
28.26 1.95375 2
28.265 1.95108 2
28.27 1.95941 2
28.275 1.95246 2
28.28 1.95013 2
28.285 1.94845 2
28.29 1.95749 2
28.295 1.95106 2
28.3 1.94911 2
28.305 1.95799 2
28.31 1.95141 2
28.315 1.94938 2
28.32 1.94788 2
28.325 1.9571 2
28.33 1.95076 2
28.335 1.94891 2
28.34 1.95782 2
28.345 1.95131 2
28.35 1.94929 2
28.355 1.95812 2
28.36 1.96179 2
28.365 1.9542 2
28.37 1.96167 2
28.375 1.96439 2
28.38 1.95607 2
28.385 1.95277 2
28.39 1.96064 2
28.395 1.95335 2
28.4 1.95077 2
28.405 1.9592 2
28.41 1.95228 2
28.415 1.95001 2
28.42 1.94834 2
28.425 1.95743 2
28.43 1.95099 2
28.435 1.94907 2
28.44 1.94766 2
28.445 1.94664 2
28.45 1.94588 2
28.455 1.94535 2
28.46 1.94494 2
28.465 1.94467 2
28.47 1.94445 2
28.475 1.94431 2
28.48 1.94419 2
28.485 1.94412 2
28.49 1.94405 2
28.495 1.94402 2
28.5 1.94398 2
28.505 1.94397 2
28.51 1.94394 2
28.515 1.94394 2
28.52 1.94392 2
28.525 1.94392 2
28.53 1.94391 2
28.535 1.94392 2
28.54 1.9439 2
28.545 1.94391 2
28.55 1.9439 2
28.555 1.94391 2
28.56 1.9439 2
28.565 1.93362 2
28.57 1.93915 2
28.575 1.94045 2
28.58 1.94138 2
28.585 1.94207 2
28.59 1.94256 2
28.595 1.94293 2
28.6 1.94319 2
28.605 1.94339 2
28.61 1.94352 2
28.615 1.93335 2
28.62 1.93895 2
28.625 1.93002 2
28.63 1.93652 2
28.635 1.93854 2
28.64 1.93998 2
28.645 1.93077 2
28.65 1.93707 2
28.655 1.93894 2
28.66 1.94028 2
28.665 1.94127 2
28.67 1.94197 2
28.675 1.93222 2
28.68 1.93813 2
28.685 1.92942 2
28.69 1.9258 2
28.695 1.93347 2
28.7 1.93629 2
28.705 1.92808 2
28.71 1.93511 2
28.715 1.92722 2
28.72 1.93449 2
28.725 1.93705 2
28.73 1.9389 2
28.735 1.92998 2
28.74 1.9365 2
28.745 1.92823 2
28.75 1.92494 2
28.755 1.93284 2
28.76 1.93584 2
28.765 1.92775 2
28.77 1.93487 2
28.775 1.92705 2
28.78 1.93436 2
28.785 1.93696 2
28.79 1.93884 2
28.795 1.92993 2
28.8 1.93646 2
28.805 1.92821 2
28.81 1.9352 2
28.815 1.93758 2
28.82 1.929 2
28.825 1.92551 2
28.83 1.93324 2
28.835 1.92586 2
28.84 1.9335 2
28.845 1.93634 2
28.85 1.9281 2
28.855 1.92487 2
28.86 1.93277 2
28.865 1.92552 2
28.87 1.93325 2
28.875 1.93616 2
28.88 1.92797 2
28.885 1.92477 2
28.89 1.9327 2
28.895 1.92547 2
28.9 1.93322 2
28.905 1.93613 2
28.91 1.92795 2
28.915 1.93504 2
28.92 1.92716 2
28.925 1.92418 2
28.93 1.93227 2
28.935 1.93544 2
28.94 1.92744 2
28.945 1.93466 2
28.95 1.93716 2
28.955 1.92872 2
28.96 1.93558 2
28.965 1.93785 2
28.97 1.92919 2
28.975 1.93594 2
28.98 1.92781 2
28.985 1.92465 2
28.99 1.93261 2
28.995 1.93569 2
29 1.92762 2
29.005 1.9348 2
29.01 1.92697 2
29.015 1.93433 2
29.02 1.93692 2
29.025 1.92854 2
29.03 1.92516 2
29.035 1.933 2
29.04 1.92567 2
29.045 1.92309 2
29.05 1.93148 2
29.055 1.93486 2
29.06 1.92702 2
29.065 1.93436 2
29.07 1.92665 2
29.075 1.93409 2
29.08 1.93675 2
29.085 1.92841 2
29.09 1.92507 2
29.095 1.93294 2
29.1 1.92562 2
29.105 1.93334 2
29.11 1.9362 2
29.115 1.9383 2
29.12 1.93981 2
29.125 1.94093 2
29.13 1.93144 2
29.135 1.93758 2
29.14 1.93929 2
29.145 1.94055 2
29.15 1.93116 2
29.155 1.93738 2
29.16 1.92885 2
29.165 1.9357 2
29.17 1.93791 2
29.175 1.93955 2
29.18 1.94072 2
29.185 1.94159 2
29.19 1.93193 2
29.195 1.93793 2
29.2 1.93954 2
29.205 1.94074 2
29.21 1.9313 2
29.215 1.93748 2
29.22 1.92893 2
29.225 1.93575 2
29.23 1.93795 2
29.235 1.93958 2
29.24 1.94074 2
29.245 1.94161 2
29.25 1.94222 2
29.255 1.94269 2
29.26 1.94301 2
29.265 1.94326 2
29.27 1.93314 2
29.275 1.93882 2
29.28 1.94019 2
29.285 1.94121 2
29.29 1.94193 2
29.295 1.94247 2
29.3 1.94285 2
29.305 1.94315 2
29.31 1.94334 2
29.315 1.9435 2
29.32 1.9436 2
29.325 1.94369 2
29.33 1.94374 2
29.335 1.93351 2
29.34 1.93907 2
29.345 1.9301 2
29.35 1.93659 2
29.355 1.93858 2
29.36 1.94002 2
29.365 1.94108 2
29.37 1.94184 2
29.375 1.94241 2
29.38 1.9428 2
29.385 1.94311 2
29.39 1.94332 2
29.395 1.94349 2
29.4 1.94359 2
29.405 1.94368 2
29.41 1.94373 2
29.415 1.94379 2
29.42 1.94381 2
29.425 1.94384 2
29.43 1.95414 2
29.435 1.94862 2
29.44 1.95762 2
29.445 1.96144 2
29.45 1.95392 2
29.455 1.95121 2
29.46 1.9595 2
29.465 1.95253 2
29.47 1.95018 2
29.475 1.95877 2
29.48 1.95198 2
29.485 1.94979 2
29.49 1.94818 2
29.495 1.95732 2
29.5 1.95092 2
29.505 1.95931 2
29.51 1.96266 2
29.515 1.95483 2
29.52 1.95185 2
29.525 1.9497 2
29.53 1.94812 2
29.535 1.94698 2
29.54 1.94614 2
29.545 1.95583 2
29.55 1.94983 2
29.555 1.94823 2
29.56 1.95733 2
29.565 1.96124 2
29.57 1.95377 2
29.575 1.96139 2
29.58 1.95388 2
29.585 1.95118 2
29.59 1.9492 2
29.595 1.95806 2
29.6 1.95146 2
29.605 1.94942 2
29.61 1.95819 2
29.615 1.95158 2
29.62 1.94948 2
29.625 1.95826 2
29.63 1.96189 2
29.635 1.95427 2
29.64 1.95145 2
29.645 1.95969 2
29.65 1.95265 2
29.655 1.95028 2
29.66 1.94854 2
29.665 1.95758 2
29.67 1.95111 2
29.675 1.95945 2
29.68 1.95247 2
29.685 1.95015 2
29.69 1.94845 2
29.695 1.95751 2
29.7 1.96134 2
29.705 1.95387 2
29.71 1.96144 2
29.715 1.95394 2
29.72 1.95121 2
29.725 1.94923 2
29.73 1.95806 2
29.735 1.95148 2
29.74 1.94941 2
29.745 1.95821 2
29.75 1.95157 2
29.755 1.9495 2
29.76 1.94797 2
29.765 1.95716 2
29.77 1.9508 2
29.775 1.95923 2
29.78 1.9626 2
29.785 1.95478 2
29.79 1.95182 2
29.795 1.94968 2
29.8 1.95839 2
29.805 1.95172 2
29.81 1.95987 2
29.815 1.96309 2
29.82 1.95512 2
29.825 1.95208 2
29.83 1.96014 2
29.835 1.96328 2
29.84 1.95526 2
29.845 1.96247 2
29.85 1.96496 2
29.855 1.95651 2
29.86 1.95308 2
29.865 1.96088 2
29.87 1.9638 2
29.875 1.95566 2
29.88 1.96275 2
29.885 1.96518 2
29.89 1.95665 2
29.895 1.9532 2
29.9 1.96095 2
29.905 1.96387 2
29.91 1.95569 2
29.915 1.96279 2
29.92 1.96519 2
29.925 1.95667 2
29.93 1.9532 2
29.935 1.96097 2
29.94 1.96386 2
29.945 1.95571 2
29.95 1.96278 2
29.955 1.9652 2
29.96 1.95666 2
29.965 1.95321 2
29.97 1.96096 2
29.975 1.96388 2
29.98 1.9557 2
29.985 1.96279 2
29.99 1.96519 2
29.995 1.95667 2
30 1.9532 2
30.005 1.96097 2
30.01 1.96387 2
30.015 1.95571 2
30.02 1.96278 2
30.025 1.95492 2
30.03 1.95192 2
30.035 1.94975 2
30.04 1.95844 2
30.045 1.96204 2
30.05 1.95436 2
30.055 1.96182 2
30.06 1.96448 2
30.065 1.95616 2
30.07 1.95282 2
30.075 1.96069 2
30.08 1.96367 2
30.085 1.95556 2
30.09 1.96267 2
30.095 1.95484 2
30.1 1.95186 2
30.105 1.94971 2
30.11 1.95841 2
30.115 1.96202 2
30.12 1.96463 2
30.125 1.96655 2
30.13 1.96793 2
30.135 1.95867 2
30.14 1.95465 2
30.145 1.96203 2
30.15 1.96464 2
30.155 1.95627 2
30.16 1.96319 2
30.165 1.9655 2
30.17 1.95688 2
30.175 1.95337 2
30.18 1.96107 2
30.185 1.96396 2
30.19 1.96604 2
30.195 1.96758 2
30.2 1.96868 2
30.205 1.9695 2
30.21 1.9598 2
30.215 1.96578 2
30.22 1.96736 2
30.225 1.96854 2
30.23 1.96938 2
30.235 1.97001 2
30.24 1.97046 2
30.245 1.96051 2
30.25 1.96628 2
30.255 1.96775 2
30.26 1.96881 2
30.265 1.97988 2
30.27 1.9749 2
30.275 1.97403 2
30.28 1.97338 2
30.285 1.97293 2
30.29 1.97258 2
30.295 1.97234 2
30.3 1.97215 2
30.305 1.97203 2
30.31 1.97192 2
30.315 1.97187 2
30.32 1.96152 2
30.325 1.96703 2
30.33 1.96828 2
30.335 1.96921 2
30.34 1.98016 2
30.345 1.97512 2
30.35 1.97417 2
30.355 1.9735 2
30.36 1.973 2
30.365 1.97265 2
30.37 1.97237 2
30.375 1.97219 2
30.38 1.98233 2
30.385 1.9767 2
30.39 1.97532 2
30.395 1.96406 2
30.4 1.96886 2
30.405 1.96963 2
30.41 1.97018 2
30.415 1.98088 2
30.42 1.98591 2
30.425 1.97931 2
30.43 1.97722 2
30.435 1.97573 2
30.44 1.97462 2
30.445 1.97383 2
30.45 1.97323 2
30.455 1.97282 2
30.46 1.9725 2
30.465 1.97228 2
30.47 1.97211 2
30.475 1.972 2
30.48 1.9719 2
30.485 1.97185 2
30.49 1.98208 2
30.495 1.9868 2
30.5 1.99022 2
30.505 1.98245 2
30.51 1.97951 2
30.515 1.97739 2
30.52 1.97583 2
30.525 1.97471 2
30.53 1.97388 2
30.535 1.98357 2
30.54 1.98787 2
30.545 1.98074 2
30.55 1.97827 2
30.555 1.98677 2
30.56 1.97992 2
30.565 1.97769 2
30.57 1.97604 2
30.575 1.98515 2
30.58 1.98902 2
30.585 1.98158 2
30.59 1.97888 2
30.595 1.97693 2
30.6 1.98578 2
30.605 1.97921 2
30.61 1.97716 2
30.615 1.98596 2
30.62 1.98961 2
30.625 1.982 2
30.63 1.97919 2
30.635 1.97716 2
30.64 1.97566 2
30.645 1.97459 2
30.65 1.97379 2
30.655 1.98351 2
30.66 1.98782 2
30.665 1.9807 2
30.67 1.97824 2
30.675 1.97647 2
30.68 1.97516 2
30.685 1.97422 2
30.69 1.97351 2
30.695 1.97302 2
30.7 1.98292 2
30.705 1.97713 2
30.71 1.97563 2
30.715 1.97456 2
30.72 1.97376 2
30.725 1.9732 2
30.73 1.97277 2
30.735 1.98277 2
30.74 1.98728 2
30.745 1.9803 2
30.75 1.97794 2
30.755 1.97625 2
30.76 1.97499 2
30.765 1.97409 2
30.77 1.97342 2
30.775 1.98324 2
30.78 1.98763 2
30.785 1.98056 2
30.79 1.97814 2
30.795 1.96611 2
30.8 1.97035 2
30.805 1.97072 2
30.81 1.97097 2
30.815 1.98146 2
30.82 1.98633 2
30.825 1.97961 2
30.83 1.97745 2
30.835 1.97589 2
30.84 1.97473 2
30.845 1.97391 2
30.85 1.97329 2
30.855 1.97286 2
30.86 1.97253 2
30.865 1.97231 2
30.87 1.97212 2
30.875 1.96173 2
30.88 1.96716 2
30.885 1.9684 2
30.89 1.97956 2
30.895 1.98497 2
30.9 1.9786 2
30.905 1.97673 2
30.91 1.96506 2
30.915 1.95933 2
30.92 1.96541 2
30.925 1.96712 2
30.93 1.96835 2
30.935 1.96926 2
30.94 1.96991 2
30.945 1.97039 2
30.95 1.98102 2
30.955 1.97574 2
30.96 1.97463 2
30.965 1.97384 2
30.97 1.98352 2
30.975 1.97757 2
30.98 1.97596 2
30.985 1.9748 2
30.99 1.96366 2
30.995 1.96859 2
31 1.96942 2
31.005 1.98033 2
31.01 1.98551 2
31.015 1.97901 2
31.02 1.97701 2
31.025 1.96528 2
31.03 1.96976 2
31.035 1.97029 2
31.04 1.97065 2
31.045 1.97094 2
31.05 1.98141 2
31.055 1.97603 2
31.06 1.97484 2
31.065 1.97399 2
31.07 1.97335 2
31.075 1.9729 2
31.08 1.97256 2
31.085 1.98261 2
31.09 1.97689 2
31.095 1.97548 2
31.1 1.97444 2
31.105 1.96341 2
31.11 1.96839 2
31.115 1.96929 2
31.12 1.98021 2
31.125 1.98544 2
31.13 1.97895 2
31.135 1.97698 2
31.14 1.97553 2
31.145 1.96421 2
31.15 1.96897 2
31.155 1.96972 2
31.16 1.97024 2
31.165 1.97065 2
31.17 1.97092 2
31.175 1.97114 2
31.18 1.96099 2
31.185 1.96665 2
31.19 1.96801 2
31.195 1.96902 2
31.2 1.98002 2
31.205 1.97502 2
31.21 1.97411 2
31.215 1.97346 2
31.22 1.96268 2
31.225 1.96788 2
31.23 1.96891 2
31.235 1.96967 2
31.24 1.97021 2
31.245 1.97062 2
31.25 1.97089 2
31.255 1.96083 2
31.26 1.96651 2
31.265 1.96792 2
31.27 1.96893 2
31.275 1.97997 2
31.28 1.97496 2
31.285 1.97408 2
31.29 1.97341 2
31.295 1.96266 2
31.3 1.96785 2
31.305 1.9689 2
31.31 1.96964 2
31.315 1.98049 2
31.32 1.97534 2
31.325 1.97435 2
31.33 1.97361 2
31.335 1.9731 2
31.34 1.9727 2
31.345 1.97243 2
31.35 1.9825 2
31.355 1.98711 2
31.36 1.98016 2
31.365 1.97787 2
31.37 1.97618 2
31.375 1.97496 2
31.38 1.97406 2
31.385 1.97342 2
31.39 1.98322 2
31.395 1.98764 2
31.4 1.98055 2
31.405 1.97815 2
31.41 1.97638 2
31.415 1.97511 2
31.42 1.97417 2
31.425 1.9735 2
31.43 1.98328 2
31.435 1.98768 2
31.44 1.98058 2
31.445 1.97817 2
31.45 1.97639 2
31.455 1.97512 2
31.46 1.97418 2
31.465 1.97351 2
31.47 1.98328 2
31.475 1.97739 2
31.48 1.97583 2
31.485 1.97471 2
31.49 1.96359 2
31.495 1.96854 2
31.5 1.96938 2
31.505 1.97001 2
31.51 1.98074 2
31.515 1.97554 2
31.52 1.97448 2
31.525 1.97373 2
31.53 1.96287 2
31.535 1.96802 2
31.54 1.969 2
31.545 1.96974 2
31.55 1.98054 2
31.555 1.97539 2
31.56 1.97437 2
31.565 1.97365 2
31.57 1.9731 2
31.575 1.97272 2
31.58 1.97243 2
31.585 1.98252 2
31.59 1.9871 2
31.595 1.98018 2
31.6 1.97786 2
31.605 1.97619 2
31.61 1.97495 2
31.615 1.97407 2
31.62 1.97341 2
31.625 1.98323 2
31.63 1.97734 2
31.635 1.97581 2
31.64 1.97468 2
31.645 1.96358 2
31.65 1.96852 2
31.655 1.96938 2
31.66 1.96999 2
31.665 1.98075 2
31.67 1.97553 2
31.675 1.97449 2
31.68 1.97371 2
31.685 1.96288 2
31.69 1.96801 2
31.695 1.96901 2
31.7 1.96972 2
31.705 1.97027 2
31.71 1.97064 2
31.715 1.97093 2
31.72 1.96083 2
31.725 1.96653 2
31.73 1.96792 2
31.735 1.96895 2
31.74 1.97996 2
31.745 1.97498 2
31.75 1.97407 2
31.755 1.97343 2
31.76 1.96266 2
31.765 1.96786 2
31.77 1.96888 2
31.775 1.96965 2
31.78 1.97019 2
31.785 1.9706 2
31.79 1.97088 2
31.795 1.96082 2
31.8 1.9665 2
31.805 1.96792 2
31.81 1.96893 2
31.815 1.97997 2
31.82 1.97496 2
31.825 1.97408 2
31.83 1.97341 2
31.835 1.96266 2
31.84 1.96785 2
31.845 1.96889 2
31.85 1.96964 2
31.855 1.9702 2
31.86 1.97059 2
31.865 1.97089 2
31.87 1.96081 2
31.875 1.96651 2
31.88 1.9679 2
31.885 1.96894 2
31.89 1.96967 2
31.895 1.97022 2
31.9 1.97061 2
31.905 1.97091 2
31.91 1.96082 2
31.915 1.96652 2
31.92 1.96791 2
31.925 1.95865 2
31.93 1.96493 2
31.935 1.96677 2
31.94 1.9578 2
31.945 1.95404 2
31.95 1.96156 2
31.955 1.96432 2
31.96 1.9663 2
31.965 1.96777 2
31.97 1.96882 2
31.975 1.9696 2
31.98 1.95987 2
31.985 1.96583 2
31.99 1.96741 2
31.995 1.96857 2
32 1.95912 2
32.005 1.96528 2
32.01 1.96701 2
32.015 1.958 2
32.02 1.96445 2
32.025 1.96642 2
32.03 1.96784 2
32.035 1.97917 2
32.04 1.97438 2
32.045 1.97365 2
32.05 1.96282 2
32.055 1.95769 2
32.06 1.96423 2
32.065 1.96626 2
32.07 1.96771 2
32.075 1.9688 2
32.08 1.96957 2
32.085 1.97015 2
32.09 1.96027 2
32.095 1.96612 2
32.1 1.96762 2
32.105 1.96873 2
32.11 1.96952 2
32.115 1.97011 2
32.12 1.97053 2
32.125 1.97085 2
32.13 1.96078 2
32.135 1.96649 2
32.14 1.96789 2
32.145 1.96892 2
32.15 1.96966 2
32.155 1.97022 2
32.16 1.96032 2
32.165 1.95587 2
32.17 1.9629 2
32.175 1.96529 2
32.18 1.96701 2
32.185 1.96829 2
32.19 1.9692 2
32.195 1.96988 2
32.2 1.96007 2
32.205 1.96598 2
32.21 1.96751 2
32.215 1.95837 2
32.22 1.95443 2
32.225 1.96187 2
32.23 1.95423 2
32.235 1.95144 2
32.24 1.95967 2
32.245 1.96294 2
32.25 1.9653 2
32.255 1.96704 2
32.26 1.96829 2
32.265 1.95893 2
32.27 1.95484 2
32.275 1.95188 2
32.28 1.95999 2
32.285 1.96317 2
32.29 1.95518 2
32.295 1.96242 2
32.3 1.95463 2
32.305 1.95173 2
32.31 1.95988 2
32.315 1.96309 2
32.32 1.95513 2
32.325 1.96237 2
32.33 1.96489 2
32.335 1.96674 2
32.34 1.95778 2
32.345 1.95402 2
32.35 1.96155 2
32.355 1.96431 2
32.36 1.9663 2
32.365 1.96777 2
32.37 1.95853 2
32.375 1.95457 2
32.38 1.95166 2
32.385 1.95985 2
32.39 1.96305 2
32.395 1.97569 2
32.4 1.97184 2
32.405 1.97181 2
32.41 1.97176 2
32.415 1.97175 2
32.42 1.97172 2
32.425 1.97171 2
32.43 1.97169 2
32.435 1.9717 2
32.44 1.97168 2
32.445 1.97169 2
32.45 1.96139 2
32.455 1.96694 2
32.46 1.96821 2
32.465 1.97945 2
32.47 1.98487 2
32.475 1.97855 2
32.48 1.97667 2
32.485 1.97532 2
32.49 1.96404 2
32.495 1.96887 2
32.5 1.96962 2
32.505 1.97018 2
32.51 1.98087 2
32.515 1.97563 2
32.52 1.97455 2
32.525 1.97378 2
32.53 1.9732 2
32.535 1.97279 2
32.54 1.97248 2
32.545 1.98255 2
32.55 1.97684 2
32.555 1.97545 2
32.56 1.97441 2
32.565 1.96339 2
32.57 1.96838 2
32.575 1.96928 2
32.58 1.96992 2
32.585 1.98069 2
32.59 1.97549 2
32.595 1.97446 2
32.6 1.97369 2
32.605 1.96287 2
32.61 1.968 2
32.615 1.969 2
32.62 1.96972 2
32.625 1.98054 2
32.63 1.97538 2
32.635 1.97438 2
32.64 1.97364 2
32.645 1.97311 2
32.65 1.97271 2
32.655 1.97244 2
32.66 1.98251 2
32.665 1.98712 2
32.67 1.98017 2
32.675 1.97787 2
32.68 1.97618 2
32.685 1.97496 2
32.69 1.97406 2
32.695 1.97342 2
32.7 1.98322 2
32.705 1.97735 2
32.71 1.9758 2
32.715 1.97469 2
32.72 1.96357 2
32.725 1.96853 2
32.73 1.96937 2
32.735 1.97001 2
32.74 1.98073 2
32.745 1.97554 2
32.75 1.97448 2
32.755 1.97373 2
32.76 1.96287 2
32.765 1.96802 2
32.77 1.969 2
32.775 1.96974 2
32.78 1.98054 2
32.785 1.97539 2
32.79 1.97437 2
32.795 1.97365 2
32.8 1.9731 2
32.805 1.97272 2
32.81 1.97243 2
32.815 1.98252 2
32.82 1.9871 2
32.825 1.98018 2
32.83 1.97786 2
32.835 1.97619 2
32.84 1.97495 2
32.845 1.97407 2
32.85 1.97341 2
32.855 1.98323 2
32.86 1.98762 2
32.865 1.98056 2
32.87 1.97813 2
32.875 1.97639 2
32.88 1.9751 2
32.885 1.97418 2
32.89 1.97349 2
32.895 1.98329 2
32.9 1.97738 2
