# Generated from ../data/13JUL2013/000.dat
time steer_rate steer_rate_est
25.155 -0.0171647 0.0111034
25.16 -0.0125043 0.00548238
25.165 -0.0261688 0.0013539
25.17 -0.0190637 0.00182977
25.175 -0.0309472 0.00515599
25.18 -0.0225447 0.0105977
25.185 -0.0334831 0.0143865
25.19 -0.0243921 0.0170641
25.195 -0.0348289 0.0175231
25.2 -0.0253725 0.0165774
25.205 -0.0355431 0.0127405
25.21 -0.0258928 0.0084325
25.215 -0.0359221 0.00639118
25.22 -0.0261689 0.00656261
25.225 -0.0190638 0.00855439
25.23 -0.0138878 0.0125864
25.235 -0.0101171 0.0173735
25.24 -0.00737022 0.0239153
25.245 -0.00536913 0.0308361
25.25 -0.00391135 0.0370266
25.255 -0.0028494 0.0410214
25.26 -0.00207576 0.0408356
25.265 -0.00151217 0.0385632
25.27 -0.00110161 0.0363935
25.275 -0.017862 0.0345011
25.28 -0.0130123 0.0314762
25.285 -0.0265388 0.0283847
25.29 -0.0193332 0.0257057
25.295 -0.0311436 0.0235555
25.3 -0.0226878 0.0241629
25.305 -0.0165278 0.0267168
25.31 -0.0120403 0.032174
25.315 -0.00877127 0.0390245
25.32 -0.0063898 0.0467857
25.325 -0.00465491 0.0544079
25.33 -0.00339106 0.0602063
25.335 -0.00247034 0.0641418
25.34 -0.00179964 0.0670244
25.345 -0.00131103 0.0687759
25.35 -0.000955075 0.0694086
25.355 -0.000695765 0.0694024
25.36 -0.000506878 0.068269
25.365 -0.0174288 0.0654134
25.37 -0.0126967 0.0620443
25.375 -0.00924939 0.059854
25.38 -0.00673807 0.0603777
25.385 -0.00490862 0.0618915
25.39 -0.00357586 0.0631921
25.395 -0.00260499 0.0645751
25.4 -0.00189772 0.067017
25.405 -0.00138247 0.0695169
25.41 -0.00100714 0.0709718
25.415 -0.000733703 0.0686255
25.42 -0.000534505 0.0618171
25.425 -0.000389367 0.052303
25.43 -0.000283659 0.0419945
25.435 -0.000206649 0.0313318
25.44 -0.0172101 0.0208129
25.445 -0.0125374 0.0118937
25.45 -0.00913334 0.00596499
25.455 -0.00665358 0.00514865
25.46 -0.00484708 0.00919603
25.465 -0.00353104 0.01761
25.47 -0.00257233 0.0270867
25.475 -0.00187394 0.0367505
25.48 -0.00136515 0.0436182
25.485 -0.018054 0.0479058
25.49 -0.0131521 0.0504974
25.495 -0.00958118 0.0493467
25.5 -0.0240393 0.0449598
25.505 -0.0175124 0.0391453
25.51 -0.0298171 0.0332504
25.515 -0.038781 0.027944
25.52 -0.0282515 0.0253696
25.525 -0.0376405 0.0238398
25.53 -0.0274207 0.025077
25.535 -0.0199757 0.0288934
25.54 -0.0145521 0.0336573
25.545 -0.0106011 0.038336
25.55 -0.0077228 0.0406349
25.555 0.0114335 0.0414353
25.56 0.00832918 0.0402796
25.565 0.00606772 0.0375323
25.57 0.00442025 0.0359089
25.575 0.00322011 0.0359219
25.58 0.00234583 0.0381002
25.585 0.00170892 0.0415119
25.59 0.0012449 0.0454111
25.595 0.000906914 0.0491302
25.6 0.000660688 0.0527487
25.605 -0.0165782 0.0550746
25.61 -0.0120771 0.055895
25.615 -0.00879803 0.0546427
25.62 -0.00640932 0.0522223
25.625 -0.00466913 0.0495471
25.63 -0.00340143 0.0457764
25.635 -0.0195374 0.0395934
25.64 -0.0142328 0.0356553
25.645 -0.0103685 0.0320425
25.65 -0.00755337 0.028695
25.655 -0.00550255 0.0264549
25.66 -0.00400856 0.0255829
25.665 -0.00292021 0.0245104
25.67 -0.00212735 0.0221166
25.675 -0.00154975 0.0196972
25.68 -0.0181885 0.0154535
25.685 -0.0132501 0.0112776
25.69 -0.00965258 0.00764498
25.695 -0.00703183 0.00417417
25.7 -0.00512263 0.00112496
25.705 -0.0207913 -0.00258691
25.71 -0.0151463 -0.00479479
25.715 -0.0110339 -0.00524841
25.72 -0.0250976 -0.00467358
25.725 -0.0353428 -0.00402654
25.73 -0.0257469 -0.00295294
