# Generated from ../data/13JUL2013/000.dat
freq T_rw T_rw_desired T_s T_s_desired
78.2218 96.3669 164.363 1 1
78.3217 38.808 61.5781 1 1
78.4216 53.2398 84.4321 1 1
78.5215 71.518 123.214 1 1
78.6214 43.2895 86.5641 1 1
78.7213 58.5671 104.447 1 1
78.8212 45.3595 86.3699 1 1
78.9211 37.2491 93.427 1 1
79.021 44.5821 77.5363 1 1
79.1209 39.4081 66.65 1 1
79.2208 228.687 399.686 1 1
79.3207 74.1053 126.086 1 1
79.4206 51.9268 118.981 1 1
79.5205 70.4783 123.674 1 1
79.6204 55.5915 122.747 1 1
79.7203 95.0827 201.009 1 1
79.8202 225.277 398.391 1 1
79.9201 122.954 213.698 1 1
80.02 94.5825 192.945 1 1
80.1199 75.8148 149.833 1 1
80.2198 73.7322 132.596 1 1
80.3197 90.693 160.707 1 1
80.4196 89.9142 149.113 1 1
80.5195 205.077 536.973 1 1
80.6194 179.586 370.33 1 1
80.7193 134.134 241.112 1 1
80.8192 85.9806 268.042 1 1
80.9191 89.3774 161.663 1 1
81.019 170.233 313.191 1 1
81.1189 92.0452 176.556 1 1
81.2188 133.282 240.461 1 1
81.3187 93.0989 167.95 1 1
81.4186 60.8255 100.593 1 1
81.5185 152.746 305.75 1 1
81.6184 517.814 889.84 1 1
81.7183 121.166 226.094 1 1
81.8182 114.445 214.192 1 1
81.9181 50.4212 111.035 1 1
82.018 253.391 433.612 1 1
82.1179 826.33 1323.63 1 1
82.2178 60.2061 109.976 1 1
82.3177 102.683 197.213 1 1
82.4176 61.9438 125.547 1 1
82.5175 79.9749 135.582 1 1
82.6174 86.7814 169.299 1 1
82.7173 309.576 595.427 1 1
82.8172 57.5571 107.642 1 1
82.9171 145.646 268.917 1 1
83.017 87.9333 169.692 1 1
83.1169 137.91 260.665 1 1
83.2168 37.7874 69.3946 1 1
83.3167 43.4632 80.5634 1 1
83.4166 81.3671 153.235 1 1
83.5165 76.6954 144.54 1 1
83.6164 81.1004 152.91 1 1
83.7163 56.8401 105.437 1 1
83.8162 37.6159 69.753 1 1
83.9161 55.9965 103.402 1 1
84.016 309.685 587.696 1 1
84.1159 37.4199 71.0528 1 1
84.2158 31.9344 60.5837 1 1
84.3157 18.9279 35.5372 1 1
84.4156 27.4572 51.1291 1 1
84.5155 47.0291 86.0501 1 1
84.6154 50.517 91.4479 1 1
84.7153 47.3465 86.2254 1 1
84.8152 13.8535 25.4356 1 1
84.9151 22.8646 41.8955 1 1
85.015 26.8373 49.4863 1 1
85.1149 42.8428 80.9209 1 1
85.2148 45.0015 86.0061 1 1
85.3147 27.2036 54.7068 1 1
85.4146 40.2741 81.5709 1 1
85.5145 47.9329 92.5985 1 1
85.6144 60.2204 114.104 1 1
85.7143 116.367 190.408 1 1
85.8142 113.182 207.763 1 1
85.9141 30.8229 59.692 1 1
86.014 355.787 703.193 1 1
86.1139 61.6835 112.84 1 1
86.2138 205.755 374.633 1 1
86.3137 89.303 171.8 1 1
86.4136 59.8242 115.605 1 1
86.5135 60.1127 107.009 1 1
86.6134 66.7983 128.382 1 1
86.7133 76.0444 136.924 1 1
86.8132 810.52 1257.04 1 1
86.9131 146.555 268.416 1 1
87.013 512.474 1011.17 1 1
87.1129 133.882 230.276 1 1
87.2128 60.949 114.331 1 1
87.3127 53.8325 103.841 1 1
87.4126 132.047 296.324 1 1
87.5125 57.0524 99.5657 1 1
87.6124 97.5503 177.881 1 1
87.7123 71.337 127.144 1 1
87.8122 54.3121 106.448 1 1
87.9121 175.699 310.825 1 1
88.012 60.4889 130.218 1 1
88.1119 183.681 362.714 1 1
88.2118 64.9447 131.28 1 1
88.3117 57.0065 109.25 1 1
88.4116 108.899 185.04 1 1
88.5115 103.012 170.239 1 1
88.6114 233.557 397.427 1 1
88.7113 67.4897 127.385 1 1
88.8112 47.3877 104.514 1 1
88.9111 123.619 215.706 1 1
89.011 70.1341 147.724 1 1
89.1109 185 326.297 1 1
89.2108 115.214 216.033 1 1
89.3107 59.0295 107.608 1 1
89.4106 86.283 142.95 1 1
89.5105 53.8381 92.6869 1 1
89.6104 231.278 551.929 1 1
89.7103 94.6042 193.695 1 1
89.8102 27.4888 56.2088 1 1
89.9101 140.001 239.046 1 1
90.01 417.104 653.513 1 1
90.1099 59.1442 96.9202 1 1
90.2098 90.8979 173.238 1 1
90.3097 46.9634 89.1597 1 1
90.4096 66.131 122.683 1 1
90.5095 46.0006 80.033 1 1
90.6094 188.897 316.501 1 1
90.7093 106.324 207.094 1 1
90.8092 131.352 237.07 1 1
90.9091 80.1705 143.487 1 1
91.009 99.2092 168.244 1 1
91.1089 35.7435 68.816 1 1
91.2088 45.8647 97.1762 1 1
91.3087 183.477 289.04 1 1
91.4086 158.73 287.075 1 1
91.5085 69.2825 119.274 1 1
91.6084 67.4027 114.93 1 1
91.7083 58.407 108.392 1 1
91.8082 116.551 214.589 1 1
91.9081 129.62 224 1 1
92.008 66.7474 149.641 1 1
92.1079 79.648 144.142 1 1
92.2078 33.2856 60.2063 1 1
92.3077 60.7039 104.995 1 1
92.4076 74.1553 138.565 1 1
92.5075 79.5601 178.366 1 1
92.6074 68.637 113.889 1 1
92.7073 72.2185 127.459 1 1
92.8072 356.259 638.78 1 1
92.9071 67.6885 123.145 1 1
93.007 146.951 283.082 1 1
93.1069 122.051 231.191 1 1
93.2068 52.1808 99.2363 1 1
93.3067 129.752 259.872 1 1
93.4066 114.467 206.354 1 1
93.5065 72.0186 133.091 1 1
93.6064 116.307 225.189 1 1
93.7063 56.1612 104.267 1 1
93.8062 46.0319 84.9636 1 1
93.9061 227.576 417.798 1 1
94.006 274.206 517.666 1 1
94.1059 70.4225 133.548 1 1
94.2058 229.683 428.683 1 1
94.3057 151.266 280.973 1 1
94.4056 96.8965 177.902 1 1
94.5055 141.015 266.64 1 1
94.6054 57.9912 108.801 1 1
94.7053 298.897 556.428 1 1
94.8052 319.732 597.792 1 1
94.9051 138.72 260.825 1 1
95.005 92.3454 170.705 1 1
95.1049 98.4484 183.578 1 1
95.2048 99.0591 187.815 1 1
95.3047 151.7 282.359 1 1
95.4046 75.6649 141.653 1 1
95.5045 76.4226 148.024 1 1
95.6044 88.6706 164.505 1 1
95.7043 125.271 219.365 1 1
95.8042 152.121 275.742 1 1
95.9041 138.655 254.167 1 1
96.004 193.997 333.784 1 1
96.1039 98.2473 191.728 1 1
96.2038 75.8359 140.051 1 1
96.3037 89.2606 164.475 1 1
96.4036 152.757 338.828 1 1
96.5035 105.66 202.947 1 1
96.6034 180.296 334.596 1 1
96.7033 186.863 391.68 1 1
96.8032 233.439 458.034 1 1
96.9031 112.067 199.975 1 1
97.003 105.282 174.256 1 1
97.1029 159.944 284.027 1 1
97.2028 91.4901 162.196 1 1
97.3027 51.7935 106.827 1 1
97.4026 80.9667 160.609 1 1
97.5025 117.175 208.585 1 1
97.6024 80.1178 146.56 1 1
97.7023 123.877 211.747 1 1
97.8022 178.924 304.456 1 1
97.9021 118.339 210.483 1 1
98.002 174.243 359.918 1 1
98.1019 95.594 202.664 1 1
98.2018 77.0633 130.822 1 1
98.3017 144.539 257.823 1 1
98.4016 245.899 409.195 1 1
98.5015 107.322 198.384 1 1
98.6014 76.0284 180.526 1 1
98.7013 77.35 145.708 1 1
98.8012 132.671 213.7 1 1
98.9011 226.159 421.451 1 1
99.001 290.475 467.293 1 1
99.1009 80.9912 139.236 1 1
99.2008 199.112 350.906 1 1
99.3007 154.078 244.033 1 1
99.4006 483.877 847.338 1 1
99.5005 40.0343 97.4862 1 1
99.6004 624.477 1446.14 1 1
99.7003 155.279 296.578 1 1
99.8002 148.558 282.6 1 1
99.9001 80.7952 156.578 1 1
100 333.941 704.101 1 1
