# Generated from ../data/13JUL2013/024.dat
freq T_s gyro_x steer steer_rate v
5.40808 1 0.0132049 0.0130998 0.301842 0.0848793
5.42789 1 0.0335285 0.00968875 0.175334 0.0981367
5.4477 1 0.00616025 0.00286315 0.0965223 0.0310222
5.46751 1 0.364902 0.125251 2.61756 1.31285
5.48732 1 0.00757058 0.00336845 0.118009 0.0507555
5.50713 1 0.0270534 0.0129761 0.306801 0.0604283
5.52694 1 0.0237332 0.015818 0.353868 0.0857328
5.54675 1 0.00193897 0.0105647 0.21081 0.099413
5.56656 1 0.00751506 0.020563 0.427601 0.239254
5.58637 1 0.00499424 0.00887732 0.231887 0.06965
5.60618 1 0.0155589 0.0017955 0.199501 0.155945
5.62599 1 0.00414188 0.00423382 0.056059 0.0617957
5.6458 1 0.0170523 0.00815309 0.175737 0.0596273
5.66561 1 0.050937 0.026204 0.644763 0.152672
5.68542 1 0.00593304 0.00655142 0.116124 0.0498588
5.70523 1 0.0118857 0.0131412 0.303186 0.11499
5.72504 1 0.0171516 0.0102117 0.233824 0.0506293
5.74485 1 0.0180051 0.0105014 0.245102 0.0939126
5.76466 1 0.0155831 0.00297889 0.0273801 0.0326542
5.78447 1 0.0423435 0.0264034 0.525312 0.313594
5.80428 1 0.00583315 0.00214635 0.0326376 0.0354343
5.82409 1 0.0157331 0.00481716 0.133853 0.0359597
5.8439 1 0.0118421 0.0073056 0.187871 0.0216607
5.86371 1 0.0311714 0.0228006 0.543416 0.117116
5.88352 1 0.0221119 0.0127474 0.364424 0.0547905
5.90333 1 0.0215646 0.0050943 0.0910097 0.0938972
5.92314 1 0.0152221 0.0151661 0.20656 0.190569
5.94295 1 0.00274715 0.00465603 0.0773958 0.0484616
5.96276 1 0.0251852 0.0146851 0.31956 0.0418657
5.98257 1 0.0807736 0.068682 1.69009 0.36123
6.00238 1 0.0140578 0.00649693 0.135702 0.0482539
6.02219 1 0.0140368 0.0154783 0.396611 0.0696019
6.042 1 0.0220939 0.00901927 0.216236 0.0584903
6.06181 1 0.00799565 0.019207 0.454234 0.0950981
6.08162 1 0.011535 0.00648946 0.15409 0.0206261
6.10143 1 0.0192744 0.0106002 0.179612 0.0825887
6.12124 1 0.00590948 0.00582458 0.136019 0.0557722
6.14105 1 0.0295873 0.0643229 1.4915 0.303948
6.16086 1 0.0162022 0.0184757 0.485655 0.0632766
6.18067 1 0.0153786 0.00990453 0.233294 0.053493
6.20047 1 0.0173413 0.0158258 0.42895 0.0732362
6.22028 1 0.00731914 0.00907967 0.195465 0.0656182
6.24009 1 0.0153255 0.0158502 0.164697 0.233403
6.2599 1 0.00991608 0.004695 0.0613046 0.0396356
6.27971 1 0.0150313 0.0148383 0.342704 0.0515375
6.29952 1 0.0134358 0.00413486 0.0962594 0.0186042
6.31933 1 0.0169343 0.0136132 0.349652 0.0950825
6.33914 1 0.0299254 0.0174098 0.47253 0.0677284
6.35895 1 0.00270339 0.00956127 0.227768 0.0754089
6.37876 1 0.0283069 0.00831261 0.221563 0.0314751
6.39857 1 0.00936727 0.00658978 0.133458 0.0658378
6.41838 1 0.0153072 0.0284394 0.593908 0.140441
6.43819 1 0.0172224 0.00426414 0.0765253 0.0419235
6.458 1 0.00876725 0.0230894 0.589489 0.0929403
6.47781 1 0.00950068 0.0108617 0.297545 0.041764
6.49762 1 0.0421125 0.0497003 1.26687 0.141723
6.51743 1 0.0377188 0.0432579 1.13807 0.177122
6.53724 1 0.0140908 0.00916625 0.235532 0.0371422
6.55705 1 0.0130028 0.00482576 0.0538997 0.0924156
6.57686 1 0.00654886 0.0073475 0.159798 0.0356826
6.59667 1 0.0722577 0.034348 0.876807 0.268294
6.61648 1 0.00557655 0.00855417 0.234647 0.0375458
6.63629 1 0.0809799 0.054065 1.43578 0.379807
6.6561 1 0.00503707 0.0132898 0.374954 0.0385333
6.67591 1 0.23416 0.100054 2.36872 0.480906
6.69572 1 0.027364 0.0182879 0.321591 0.0969364
6.71553 1 0.0187523 0.00775187 0.191003 0.038774
6.73534 1 0.00820507 0.0068776 0.111074 0.108445
6.75515 1 0.00811119 0.00642565 0.191012 0.043686
6.77496 1 0.0372261 0.0440205 1.21934 0.269641
6.79477 1 0.00229625 0.00751855 0.182571 0.0393443
6.81458 1 0.171074 0.121113 3.07863 0.773489
6.83439 1 0.016288 0.00789335 0.214026 0.0261833
6.8542 1 0.159815 0.0473001 0.677885 0.874212
6.87401 1 0.0341818 0.0134354 0.186499 0.162293
6.89382 1 0.0127175 0.00659529 0.123451 0.0671177
6.91363 1 0.00708807 0.0131588 0.339661 0.0775011
6.93344 1 0.0180153 0.00817906 0.211233 0.0255237
6.95325 1 0.0403892 0.0327257 0.911686 0.119083
6.97306 1 0.0047066 0.0144303 0.379558 0.0971014
6.99287 1 0.020736 0.0290675 0.74787 0.179504
7.01268 1 0.0156864 0.0102484 0.266615 0.061324
7.03249 1 0.0179157 0.0110045 0.246319 0.0663243
7.0523 1 0.00140185 0.0207551 0.539856 0.153449
7.07211 1 0.013579 0.00838102 0.221973 0.0442254
7.09192 1 0.000886003 0.015905 0.462607 0.0823303
7.11173 1 0.0101732 0.0132557 0.377483 0.0327171
7.13154 1 0.02045 0.0159268 0.458385 0.0262919
7.15135 1 0.0276424 0.00829091 0.17385 0.0707059
7.17116 1 0.0153027 0.00705088 0.195149 0.0495357
7.19097 1 0.0175846 0.0055873 0.115737 0.0580309
7.21078 1 0.0116562 0.00517167 0.113981 0.0401085
7.23059 1 0.0668832 0.0240247 0.861134 0.129538
7.2504 1 0.0153233 0.00982253 0.267669 0.0459738
7.27021 1 0.00462788 0.0248045 0.708857 0.120521
7.29002 1 0.0188716 0.00192424 0.0460305 0.0218052
7.30983 1 0.0395803 0.0345603 1.05937 0.20538
7.32963 1 0.0188222 0.00189064 0.084574 0.0489411
7.34944 1 0.0114756 0.0061346 0.0817742 0.0888871
7.36925 1 0.0138423 0.0108076 0.287547 0.0771683
7.38906 1 0.0124319 0.00423924 0.0792771 0.0273232
7.40887 1 0.0267846 0.0253783 0.706073 0.0602427
7.42868 1 0.0141568 0.00790158 0.221755 0.0231118
7.44849 1 0.00825735 0.0255988 0.785444 0.0573513
7.4683 1 0.0146035 0.00922787 0.22583 0.0728544
7.48811 1 0.00314466 0.0134685 0.403741 0.0400839
7.50792 1 0.0012731 0.00612353 0.117487 0.0643371
7.52773 1 0.0349374 0.026576 0.756225 0.0119209
7.54754 1 0.0453723 0.0152421 0.38425 0.0578147
7.56735 1 0.0103374 0.00861681 0.254124 0.0246811
7.58716 1 0.0105971 0.0117268 0.360626 0.029038
7.60697 1 0.0181589 0.00872782 0.264826 0.0367797
7.62678 1 0.033317 0.0137335 0.272106 0.085455
7.64659 1 0.00425189 0.00744401 0.180734 0.0187478
7.6664 1 0.018934 0.0175931 0.439909 0.0599611
7.68621 1 0.0206161 0.0119588 0.270244 0.0587304
7.70602 1 0.00831457 0.00774042 0.195467 0.0483172
7.72583 1 0.00919475 0.0113207 0.321488 0.058754
7.74564 1 0.00822232 0.0109323 0.308173 0.0540172
7.76545 1 0.019331 0.0121676 0.360803 0.0280419
7.78526 1 0.0164346 0.0103552 0.361407 0.0119561
7.80507 1 0.0485278 0.00335007 0.294901 0.132575
7.82488 1 0.000688728 0.0112225 0.258338 0.0603462
7.84469 1 0.0188795 0.0136423 0.338157 0.0664477
7.8645 1 0.00673435 0.0125977 0.340846 0.0198807
7.88431 1 0.0119218 0.0379841 1.14301 0.0719559
7.90412 1 0.0755478 0.0680568 2.16279 0.0306177
7.92393 1 0.017999 0.00885604 0.244821 0.0494078
7.94374 1 0.0273155 0.0294739 0.684367 0.10713
7.96355 1 0.0143514 0.0141282 0.364978 0.058248
7.98336 1 0.0224057 0.0155985 0.476368 0.0249095
8.00317 1 0.0206922 0.0213503 0.683877 0.0489724
8.02298 1 0.0123489 0.00403893 0.0891378 0.0202465
8.04279 1 0.0222836 0.0154713 0.471752 0.0731991
8.0626 1 0.0124046 0.0133182 0.443372 0.00884628
8.08241 1 0.0251244 0.0207698 0.632154 0.0651886
8.10222 1 0.0216649 0.0121859 0.40493 0.032478
8.12203 1 0.0286221 0.00745596 0.409806 0.0638087
8.14184 1 0.0147913 0.0130633 0.352328 0.0243787
8.16165 1 0.0164454 0.0207754 0.623224 0.0519282
8.18146 1 0.0573149 0.0153659 0.385926 0.0168575
8.20127 1 0.0225141 0.00658891 0.205701 0.0167929
8.22108 1 0.0135646 0.0146167 0.422987 0.0614659
8.24089 1 0.0159014 0.0101581 0.32786 0.0157303
8.2607 1 0.0216909 0.00898033 0.333832 0.032341
8.28051 1 0.0133569 0.00344692 0.141211 0.00791504
8.30032 1 0.0218018 0.019151 0.589539 0.0664187
8.32013 1 0.0316269 0.0106674 0.348679 0.0313378
8.33994 1 0.0251644 0.0145929 0.499173 0.035793
8.35975 1 0.013661 0.00391777 0.0981879 0.0156204
8.37956 1 0.0133037 0.00823731 0.226231 0.0324651
8.39937 1 0.0249977 0.0147528 0.432374 0.0425384
8.41918 1 0.0124373 0.0224686 0.778569 0.00743316
8.43899 1 0.0816067 0.0234405 1.39274 0.178716
8.45879 1 0.00882976 0.0124807 0.394907 0.0478863
8.4786 1 0.0134265 0.0276891 0.92823 0.0524665
8.49841 1 0.00603266 0.00769745 0.262883 0.0344205
8.51822 1 0.0253664 0.00929184 0.491366 0.0433579
8.53803 1 0.00302749 0.0315827 1.13391 0.0246455
8.55784 1 0.00580777 0.013851 0.457469 0.0428928
8.57765 1 0.0317686 0.0165715 0.462805 0.0671877
8.59746 1 0.00813883 0.013062 0.524643 0.0370051
8.61727 1 0.0320233 0.0204792 0.845809 0.0238997
8.63708 1 0.0110944 0.00540198 0.110696 0.0238402
8.65689 1 0.0267986 0.0362021 1.3334 0.0344241
8.6767 1 0.0268466 0.00819469 0.360462 0.0366269
8.69651 1 0.0162869 0.0304329 1.01709 0.0670414
8.71632 1 0.0321838 0.0217462 0.750852 0.0302059
8.73613 1 0.0331121 0.012328 0.387052 0.0152069
8.75594 1 0.0214728 0.00523857 0.359531 0.0309238
8.77575 1 0.0301007 0.0221315 0.779255 0.0320048
8.79556 1 0.0447429 0.0192271 0.731534 0.0516641
8.81537 1 0.0226594 0.00970435 0.317662 0.01741
8.83518 1 0.0395392 0.0220198 0.841113 0.0403123
8.85499 1 0.0826388 0.0904396 3.67887 0.147222
8.8748 1 0.019493 0.0069075 0.276803 0.0188667
8.89461 1 0.0322065 0.0354815 1.25974 0.0385199
8.91442 1 0.00808903 0.0110239 0.438937 0.0253259
8.93423 1 0.0297852 0.0101593 0.43495 0.0153886
8.95404 1 0.0353117 0.0208805 0.838396 0.0207074
8.97385 1 0.0265012 0.0128253 0.582632 0.00309758
8.99366 1 0.0144629 0.012908 0.435562 0.0149885
9.01347 1 0.0303606 0.0200733 0.738215 0.0235854
9.03328 1 0.0413007 0.00869018 0.375317 0.00956199
9.05309 1 0.020471 0.0141411 0.508901 0.022045
9.0729 1 0.0230609 0.00671679 0.288056 0.00750674
9.09271 1 0.0178814 0.00768318 0.283383 0.00840836
9.11252 1 0.0316523 0.007717 0.289842 0.0149255
9.13233 1 0.0541456 0.0404503 1.40336 0.0687307
9.15214 1 0.0258591 0.0114248 0.446829 0.0060414
9.17195 1 0.03372 0.0116448 0.414834 0.0164356
9.19176 1 0.0268363 0.0169905 0.530496 0.0178843
9.21157 1 0.0181999 0.0169459 0.644658 0.00782547
9.23138 1 0.0271139 0.00570592 0.303499 0.00953345
9.25119 1 0.0169074 0.0116843 0.457551 0.0188756
9.271 1 0.0213631 0.00782576 0.319926 0.00582662
9.29081 1 0.0251928 0.0200203 0.642761 0.0217606
9.31062 1 0.0354428 0.022184 0.88414 0.040794
9.33043 1 0.0211665 0.0113184 0.437676 0.0041061
9.35024 1 0.024519 0.00821909 0.340425 0.0117374
9.37005 1 0.0296087 0.0429648 1.07084 0.0968187
9.38986 1 0.0230974 0.0146768 0.53037 0.00836847
