# Generated from ../data/13JUL2013/024.dat
time T_s gyro_x steer v
23.26 0.705067 0.0586029 0.00785398 0.967664
23.28 -0.200499 0.0130015 -0.0150796 0.970744
23.3 -2.00421 0.0119896 -0.0439823 0.974131
23.32 -0.0475965 0.0838514 -0.0725708 0.967818
23.34 2.25852 0.0950035 -0.0939336 0.970788
23.36 0.204784 0.0361839 -0.111212 0.971624
23.38 -1.35313 0.0515315 -0.130376 0.956826
23.4 2.09096 0.124371 -0.141372 0.968753
23.42 2.86414 0.0874578 -0.14954 0.971051
23.44 -0.407236 0.0266311 -0.152996 0.953206
23.46 0.182503 0.0818416 -0.162106 0.967734
23.48 3.71739 0.119364 -0.158336 0.968244
23.5 2.41137 0.0380192 -0.148911 0.952416
23.52 -1.06732 0.0101544 -0.143257 0.967511
23.54 1.67498 0.102101 -0.136659 0.970702
23.56 4.51059 0.100138 -0.12158 0.963394
23.58 0.997043 -0.026175 -0.101159 0.969541
23.6 -1.99228 -0.0298651 -0.0860796 0.971273
23.62 2.89182 0.0840482 -0.0681726 0.967013
23.64 4.51059 0.0252113 -0.0477522 0.970561
23.66 -0.994384 -0.0858233 -0.0204204 0.974079
23.68 -1.40984 -0.000848708 -0.00502655 0.972551
23.7 4.30092 0.0555354 0.0172788 0.97212
23.72 2.78364 -0.059679 0.0424115 0.975457
23.74 -3.97996 -0.138605 0.0625177 0.957906
23.76 -0.615112 0.00440567 0.0738274 0.969057
23.78 4.51059 0.0225946 0.092677 0.967678
23.8 -0.894067 -0.153336 0.115296 0.955715
23.82 -4.51059 -0.129864 0.125035 0.965921
23.84 1.44224 0.04215 0.125978 0.967734
23.86 4.19056 -0.0456424 0.13823 0.952272
23.88 -4.51059 -0.198815 0.144199 0.967471
23.9 -4.51059 -0.0605192 0.146398 0.96817
23.92 3.49657 0.0384333 0.14577 0.962682
23.94 0.434562 -0.124054 0.147969 0.969342
23.96 -4.51059 -0.165611 0.142942 0.971217
23.98 -2.45818 0.0275279 0.129748 0.961021
24 4.25761 0.0350263 0.125664 0.958588
24.02 -4.51059 -0.217778 0.116867 0.958963
24.04 -4.51059 -0.109566 0.105872 0.95863
24.06 1.99018 0.0851379 0.0854513 0.963452
24.08 1.93128 -0.0503163 0.0757124 0.954524
24.1 -4.51059 -0.123685 0.0559203 0.962127
24.12 -4.51059 0.0337276 0.0320442 0.963207
24.14 3.73948 0.0844934 0.0128805 0.950997
24.16 -3.12008 -0.116182 -0.00628319 0.954306
24.18 -4.51059 -0.0509041 -0.033615 0.965524
24.2 2.42573 0.173913 -0.0672301 0.959416
24.22 3.53364 0.0394994 -0.0863938 0.953388
24.24 -4.51059 -0.0877773 -0.109956 0.952751
24.26 -4.31012 0.0793595 -0.140115 0.961628
24.28 4.51059 0.193366 -0.167761 0.958319
24.3 0.6689 -0.0236864 -0.185982 0.947101
24.32 -4.51059 0.00310864 -0.212686 0.953209
24.34 3.24291 0.247477 -0.238133 0.954929
24.36 4.51059 0.167666 -0.259496 0.957494
24.38 -1.84653 -0.015559 -0.27269 0.957148
24.4 -2.25373 0.0927704 -0.288084 0.946765
24.42 4.51059 0.229927 -0.295624 0.949649
24.44 4.51059 0.0764958 -0.297509 0.950462
24.46 -0.644761 0.0817547 -0.299394 0.956232
24.48 3.72548 0.197313 -0.29154 0.959318
24.5 4.51059 0.135425 -0.281173 0.949901
24.52 0.498034 -0.0121932 -0.262009 0.960825
24.54 0.584918 0.0804964 -0.252898 0.962839
24.56 4.51059 0.157 -0.229336 0.950893
24.58 4.085 0.021726 -0.200748 0.956795
24.6 -0.507158 0.015855 -0.174987 0.968744
24.62 4.05654 0.110488 -0.142942 0.960323
24.64 4.51059 0.0413282 -0.111212 0.953642
24.66 0.0381923 -0.0728469 -0.0728849 0.957569
24.68 -0.180218 -0.0124177 -0.0420973 0.962984
24.7 4.04219 0.0290449 -0.00345575 0.958701
24.72 1.7366 -0.0936805 0.0370708 0.949727
24.74 -1.99349 -0.100568 0.071 0.964234
24.76 1.26345 -0.0192694 0.102102 0.9638
24.78 2.81792 -0.0669766 0.138544 0.95893
24.8 -1.83668 -0.16391 0.171845 0.95325
24.82 -2.32815 -0.109788 0.191951 0.952712
24.84 0.754171 -0.0804359 0.212372 0.956874
24.86 -1.16283 -0.149693 0.232164 0.956986
24.88 -4.08573 -0.145389 0.239389 0.94925
24.9 -0.829333 -0.0614534 0.240646 0.953819
24.92 0.243969 -0.0951147 0.243473 0.955106
24.94 -3.97853 -0.160438 0.242531 0.957545
24.96 -3.8689 -0.0850043 0.230907 0.952861
24.98 0.242203 -0.0285155 0.213628 0.95735
25 -1.73287 -0.104911 0.201062 0.962924
25.02 -4.51059 -0.0979412 0.182841 0.965951
25.04 -1.15288 0.0247239 0.156137 0.955228
25.06 0.960511 -0.00719013 0.136345 0.965784
25.08 -3.30024 -0.0716158 0.108385 0.966756
25.1 -3.98935 -0.000175542 0.0785398 0.951997
25.12 1.70416 0.085186 0.049323 0.967393
25.14 0.356032 -0.0054904 0.0267035 0.968149
25.16 -4.22111 -0.0256539 -0.00188496 0.94987
25.18 -0.372157 0.107154 -0.0326726 0.956508
25.2 3.66399 0.104967 -0.0540354 0.958378
25.22 -0.921172 -0.0107173 -0.0716283 0.958466
25.24 -2.71019 0.0464882 -0.0942478 0.963406
25.26 3.48044 0.16534 -0.108699 0.969545
25.28 2.90303 0.0537413 -0.117181 0.965296
25.3 -2.98186 -0.0198773 -0.128491 0.974824
25.32 0.805649 0.130341 -0.137916 0.962474
25.34 4.51059 0.132785 -0.136659 0.967825
25.36 0.231749 -0.00949454 -0.130062 0.966042
25.38 -2.18278 0.0449607 -0.130062 0.955254
25.4 4.43806 0.156673 -0.123779 0.962334
25.42 4.51059 0.0495705 -0.11404 0.965785
25.44 -2.28938 -0.0462369 -0.103673 0.955181
25.46 0.754855 0.091834 -0.0939336 0.965771
25.48 4.51059 0.108507 -0.0750841 0.970211
25.5 1.42975 -0.0492498 -0.0521504 0.956428
25.52 -2.58817 -0.0356873 -0.037385 0.968641
25.54 3.22624 0.0723162 -0.0185354 0.971019
25.56 4.51059 0.00470106 0.00125664 0.953198
25.58 -2.42443 -0.123388 0.0241903 0.957445
25.6 -1.52081 -0.00384847 0.0436681 0.966408
25.62 4.51059 0.0642547 0.065031 0.94938
25.64 1.7009 -0.100338 0.0904779 0.95637
25.66 -4.29236 -0.115851 0.108071 0.958339
25.68 0.669562 0.0268663 0.118438 0.963202
25.7 4.51059 -0.000638284 0.138544 0.96474
25.72 -2.58851 -0.184891 0.162106 0.959634
25.74 -4.51059 -0.13422 0.171531 0.963567
25.76 2.63582 0.0415108 0.173102 0.96959
25.78 2.99385 -0.0791337 0.186925 0.961
25.8 -4.51059 -0.191176 0.193522 0.96741
25.82 -4.51059 -0.0431332 0.193522 0.970672
25.84 3.9164 0.0333173 0.19415 0.971591
25.86 -1.50674 -0.1973 0.197292 0.969331
25.88 -4.51059 -0.197083 0.189124 0.975961
25.9 -1.46931 0.0298765 0.171531 0.973081
25.92 3.7748 0.0150281 0.165562 0.97227
25.94 -4.51059 -0.205045 0.152996 0.982327
25.96 -4.51059 -0.073211 0.140429 0.973812
25.98 1.68902 0.0683424 0.11781 0.972475
26 1.15211 -0.0805692 0.106186 0.972099
26.02 -4.51059 -0.119126 0.0832522 0.974512
26.04 -4.38942 0.033478 0.0565487 0.972673
26.06 3.39447 0.0772035 0.0361283 0.972155
26.08 -2.6793 -0.111125 0.0166504 0.980214
26.1 -4.51059 -0.0636691 -0.0122522 0.974279
26.12 1.60721 0.161887 -0.047438 0.978584
26.14 4.38573 0.0787123 -0.0697434 0.988853
26.16 -4.51059 -0.0647978 -0.0948761 0.978169
26.18 -4.34242 0.0757119 -0.121265 0.97845
26.2 4.51059 0.169077 -0.14577 0.973782
26.22 2.53286 0.00939998 -0.163991 0.975924
26.24 -4.51059 -0.0156004 -0.187239 0.973071
26.26 0.762823 0.211201 -0.217712 0.972268
26.28 4.51059 0.207594 -0.234049 0.987075
26.3 -0.636034 -0.0345387 -0.24096 0.977669
26.32 -3.92872 0.0459545 -0.259496 0.981767
26.34 4.51059 0.234106 -0.270177 0.985002
26.36 4.51059 0.119297 -0.277717 0.985289
26.38 -1.61345 0.0204713 -0.279288 0.975708
26.4 1.35074 0.187583 -0.283372 0.978986
26.42 4.51059 0.176739 -0.273004 0.988966
26.44 2.6493 0.0245453 -0.256982 0.981659
26.46 -0.462932 0.0535544 -0.251956 0.989718
26.48 4.51059 0.175708 -0.233734 0.975893
26.5 4.51059 0.0610996 -0.213 0.991553
26.52 -0.763979 -0.0162031 -0.188496 0.97641
26.54 2.10224 0.106431 -0.165248 0.976665
26.56 4.51059 0.101747 -0.134146 0.983565
26.58 1.64926 -0.0521848 -0.0983318 0.980137
26.6 -0.929014 -0.0155493 -0.0719425 0.974257
26.62 3.67868 0.041763 -0.0380133 0.9726
26.64 3.72316 -0.0528413 -0.00188496 0.990625
26.66 -2.0856 -0.116232 0.0323584 0.976149
26.68 -0.106299 -0.00674392 0.0612611 0.981335
26.7 3.93579 0.0013598 0.092677 0.98962
26.72 -0.511358 -0.146945 0.124721 0.986583
26.74 -2.95518 -0.102808 0.147655 0.986351
26.76 0.988677 -0.0380176 0.167761 0.977457
26.78 0.857235 -0.113058 0.191009 0.988532
26.8 -3.53525 -0.14687 0.200434 0.996569
26.82 -2.41542 -0.0844883 0.206717 0.992855
26.84 0.558343 -0.0537645 0.208916 0.982754
26.86 -2.7373 -0.14563 0.211115 0.996003
26.88 -3.57686 -0.0971747 0.207031 0.998673
26.9 -0.242318 -0.0321848 0.194465 0.999425
26.92 -0.574061 -0.0847715 0.183783 0.999637
26.94 -3.6864 -0.105517 0.171531 0.999697
26.96 -2.11387 -0.0327627 0.15331 0.999713
26.98 0.498873 -0.0150844 0.135088 0.999718
27 -2.40401 -0.0697429 0.115925 0.99972
27.02 -3.27387 -0.0283054 0.092677 0.99972
27.04 0.399595 0.0417289 0.0669159 1.0057
27.06 -0.181396 0.0014896 0.0442965 1.0014
27.08 -2.83674 -0.0209808 0.0194779 1.00019
27.1 -0.535119 0.0613791 -0.00753982 1.00331
27.12 1.83683 0.073729 -0.0270177 1.00073
27.14 -0.82115 0.00544288 -0.0458673 1.00001
27.16 -1.12386 0.0534916 -0.069115 0.999806
27.18 2.66908 0.114216 -0.0813672 0.989464
27.2 1.47115 0.0443345 -0.0898495 0.99538
27.22 -1.94723 0.0160634 -0.101788 0.983471
27.24 1.27892 0.113093 -0.112155 0.996212
27.26 3.54989 0.0825644 -0.109642 0.998733
27.28 -0.211881 0.00192859 -0.104929 0.995985
27.3 -0.949349 0.045556 -0.1065 0.988383
27.32 3.83122 0.110264 -0.0973894 0.995071
27.34 2.33558 0.015278 -0.0876504 0.998412
27.36 -2.05039 -0.0292303 -0.0813672 0.978342
27.38 1.69001 0.0763791 -0.0706858 0.984476
27.4 4.21108 0.0512256 -0.0534071 0.990512
27.42 -0.486905 -0.0604126 -0.0333009 0.997128
27.44 -1.68175 -0.00599645 -0.0241903 0.988267
27.46 3.80174 0.0762199 -0.00942478 0.978004
27.48 2.78373 -0.0276644 0.00816814 0.988689
27.5 -2.84428 -0.104755 0.0238761 0.981581
27.52 -0.0257169 0.0242185 0.0370708 0.98495
27.54 4.15136 0.0250627 0.0549779 0.974551
27.56 -0.411543 -0.105098 0.0728849 0.983408
27.58 -3.27334 -0.0784598 0.0810531 0.975178
27.6 2.20445 0.030246 0.092677 0.97286
27.62 2.25746 -0.0610829 0.106186 0.982494
27.64 -4.09559 -0.150541 0.114982 0.979836
27.66 -2.10735 -0.0196572 0.115611 0.989206
27.68 3.41903 0.0249836 0.119381 0.975749
27.7 -0.397385 -0.103813 0.124093 0.994033
27.72 -4.51059 -0.118476 0.120637 0.979628
27.74 0.197881 0.0301956 0.111527 0.992605
27.76 3.14544 0.0010053 0.11027 0.989512
27.78 -3.70786 -0.1465 0.103673 0.996846
27.8 -4.51059 -0.0421284 0.0936195 0.988626
27.82 2.36319 0.0785471 0.0782257 0.997658
27.84 1.32854 -0.0725592 0.0753982 0.988854
27.86 -4.51059 -0.110752 0.0634602 0.997723
27.88 -2.29568 0.0476079 0.0442965 0.999159
27.9 4.25659 0.0790372 0.0311018 0.996105
27.92 -1.08813 -0.0908692 0.021677 0.998703
27.94 -4.51059 -0.0691526 0.00659734 0.995977
27.96 0.780437 0.0953275 -0.0147655 0.998667
27.98 4.51059 0.072414 -0.0245044 0.999425
28 -3.61293 -0.0906281 -0.0367566 0.999638
28.02 -4.51059 0.0139056 -0.0527788 0.984665
28.04 4.51059 0.1735 -0.069115 0.996543
28.06 3.45115 -0.000175305 -0.0775973 0.98854
28.08 -4.51059 -0.0578557 -0.0882788 0.986909
28.1 -0.440762 0.142189 -0.106186 0.977622
28.12 4.51059 0.174099 -0.113726 0.981754
28.14 -0.961107 -0.102679 -0.113411 0.974712
28.16 -4.51059 -0.0517238 -0.12692 0.966752
28.18 4.51059 0.23213 -0.138858 0.960201
28.2 4.51059 0.108619 -0.143885 0.969704
28.22 -3.8595 -0.0588441 -0.146398 0.965341
28.24 -2.15529 0.117185 -0.157708 0.97009
28.26 4.51059 0.212567 -0.161478 0.971427
28.28 4.43796 -0.0296072 -0.155509 0.965827
28.3 -4.24037 -0.0347073 -0.15865 0.965479
28.32 4.51059 0.248401 -0.158022 0.955095
28.34 4.51059 0.135654 -0.155195 0.952002
28.36 -1.71673 -0.0698343 -0.143885 0.946384
28.38 -1.42521 0.093536 -0.144827 0.944802
28.4 4.51059 0.189964 -0.132261 0.944356
28.42 4.51059 -0.0138137 -0.113411 0.941711
28.44 -3.79583 -0.0378829 -0.102416 0.943486
28.46 4.51059 0.169812 -0.0889071 0.943986
28.48 4.51059 0.121342 -0.0716283 0.93384
28.5 -1.27505 -0.123938 -0.0430398 0.942331
28.52 -1.8149 0.0252394 -0.0301593 0.94366
28.54 4.51059 0.151289 -0.00628319 0.947493
28.56 4.51059 -0.0491707 0.0223053 0.948573
28.58 -4.21003 -0.114346 0.0458673 0.950166
28.6 2.15607 0.080638 0.0678584 0.960901
28.62 4.51059 0.0399053 0.0980177 0.947829
28.64 -2.1451 -0.199618 0.133518 0.945209
28.66 -4.05298 -0.0824718 0.155195 0.947929
28.68 4.51059 0.0666854 0.180013 0.949983
28.7 4.16066 -0.11277 0.209544 0.945815
28.72 -4.51059 -0.199988 0.236876 0.944641
28.74 -1.27212 -0.0136219 0.253841 0.94683
28.76 4.51059 -0.00748421 0.27646 0.944927
28.78 -3.42534 -0.253464 0.301907 0.949138
28.8 -4.51059 -0.182694 0.316044 0.950324
28.82 0.858022 -0.0200762 0.320757 0.945911
28.84 0.438895 -0.143285 0.333009 0.944668
28.86 -4.51059 -0.199371 0.332066 0.944318
28.88 -3.82409 -0.074951 0.325783 0.940761
28.9 0.466712 -0.0733037 0.314473 0.93976
28.92 -4.51059 -0.191421 0.30285 0.942936
28.94 -4.51059 -0.0884912 0.284 0.94383
28.96 -0.011806 -0.00896898 0.257925 0.944082
28.98 -1.76927 -0.105087 0.237819 0.946672
29 -4.51059 -0.125828 0.211743 0.947398
29.02 -2.01781 0.0317509 0.179385 0.94508
29.04 0.569268 0.0076908 0.147655 0.949175
29.06 -4.51059 -0.0879584 0.113726 0.945581
29.08 -4.28304 0.0146299 0.0766549 0.944569
29.1 1.64699 0.105473 0.0376991 0.946808
29.12 -0.810816 -0.00889423 0.00753982 0.948378
29.14 -3.74183 0.00637101 -0.0320442 0.945363
29.16 0.980707 0.143842 -0.0716283 0.954799
29.18 3.09931 0.106059 -0.098646 0.946109
29.2 -1.22938 0.00959546 -0.120637 0.944723
29.22 -0.686737 0.119993 -0.148283 0.947791
29.24 3.43585 0.158911 -0.163363 0.948655
29.26 1.91185 0.0533076 -0.172788 0.955727
29.28 -1.83054 0.044671 -0.186611 0.959176
29.3 2.14896 0.144143 -0.190381 0.949861
29.32 4.51059 0.115515 -0.188496 0.949238
29.34 -0.387035 0.00778375 -0.180956 0.949063
29.36 -0.0341934 0.0853756 -0.181584 0.945555
29.38 4.51059 0.14995 -0.171217 0.947087
29.4 3.59865 0.0120677 -0.15708 0.947518
29.42 -1.04956 -0.0115948 -0.142942 0.953325
29.44 2.87058 0.1077 -0.123465 0.954961
29.46 4.51059 0.0696935 -0.10273 0.947216
29.48 -0.108967 -0.0653878 -0.0766549 0.947561
29.5 -0.987559 -0.0163848 -0.0593761 0.947657
29.52 4.19823 0.0437946 -0.0333009 0.960199
29.54 2.75151 -0.0560952 -0.00408407 0.962669
29.56 -2.98206 -0.117666 0.0204204 0.95085
29.58 0.473506 -0.000303381 0.0398982 0.956784
29.6 3.98091 -0.00447803 0.0644026 0.968741
29.62 -1.3346 -0.129647 0.0870221 0.960323
29.64 -3.27771 -0.102495 0.100217 0.95839
29.66 2.194 -0.0160508 0.116553 0.958908
29.68 1.30786 -0.0925914 0.130062 0.963362
29.7 -4.22773 -0.158791 0.136659 0.961327
29.72 -1.19279 -0.0251609 0.136659 0.950468
29.74 2.68026 -0.0166101 0.142314 0.960985
29.76 -2.24005 -0.155083 0.147969 0.962886
29.78 -4.51059 -0.112199 0.140429 0.948388
29.8 0.274813 0.00403045 0.126606 0.951343
29.82 1.4104 -0.0490641 0.120637 0.952176
29.84 -4.51059 -0.116396 0.105243 0.956719
29.86 -3.7238 -0.0152307 0.0857655 0.956937
29.88 1.81942 0.0387332 0.0669159 0.949231
29.9 -0.966646 -0.0780067 0.0483805 0.964095
29.92 -4.51059 -0.0844142 0.0219911 0.967219
29.94 -0.225938 0.0914139 -0.0103673 0.959894
29.96 3.44212 0.0791277 -0.0320442 0.953523
29.98 -2.80979 -0.0590892 -0.0562345 0.95279
30 -3.72632 0.0335775 -0.0804248 0.956892
30.02 3.21665 0.13775 -0.105558 0.956986
30.04 3.04242 0.0394562 -0.124093 0.946726
30.06 -3.83391 -0.0260727 -0.144513 0.948356
30.08 -0.913574 0.111723 -0.167447 0.953562
30.1 4.51059 0.154838 -0.180642 0.95711
30.12 0.787212 -0.00368678 -0.186925 0.959566
30.14 -3.68758 0.0226128 -0.200119 0.95343
30.16 2.94003 0.161942 -0.211429 0.965278
30.18 4.51059 0.128765 -0.218027 0.964095
30.2 -1.25901 -0.0211923 -0.214885 0.948728
30.22 -2.53746 0.0597531 -0.221482 0.956186
30.24 4.51059 0.184391 -0.22054 0.955768
30.26 4.51059 0.0493577 -0.215513 0.957731
30.28 -1.8092 0.00461481 -0.211429 0.959741
30.3 1.68342 0.133825 -0.208288 0.950021
30.32 4.51059 0.152776 -0.193208 0.950573
30.34 2.00953 -0.057819 -0.171845 0.950729
30.36 -2.33649 -0.0116787 -0.163677 0.946025
30.38 4.51059 0.154629 -0.146084 0.94722
30.4 4.51059 0.0482777 -0.126606 0.951015
30.42 -1.96998 -0.0977771 -0.102102 0.961139
30.44 -0.235262 0.0412747 -0.0826239 0.962929
30.46 4.51059 0.105665 -0.0565487 0.950919
30.48 3.17966 -0.0927675 -0.0260752 0.952056
30.5 -3.28489 -0.0892941 -0.00439823 0.964891
30.52 3.39398 0.0862894 0.0185354 0.959239
30.54 4.51059 -0.00141168 0.0452389 0.94988
30.56 -3.43551 -0.207968 0.0741416 0.951764
30.58 -3.64365 -0.057821 0.0933053 0.964808
30.6 4.51059 0.0679921 0.111841 0.959215
30.62 3.77243 -0.114955 0.135717 0.947354
30.64 -4.51059 -0.196264 0.155509 0.951052
30.66 -2.33432 -0.00933828 0.166819 0.954322
30.68 4.51059 0.00195403 0.181584 0.957324
30.7 -3.27146 -0.2493 0.197292 0.957107
30.72 -4.51059 -0.185283 0.20169 0.949279
30.74 1.33357 0.0413267 0.199177 0.953822
30.76 2.69739 -0.0839811 0.20923 0.951644
30.78 -4.51059 -0.204808 0.208602 0.956569
30.8 -4.51059 -0.0830403 0.20169 0.949128
30.82 2.3116 0.000520686 0.193208 0.951552
30.84 -2.88483 -0.191636 0.185982 0.951004
30.86 -4.51059 -0.166866 0.168704 0.950851
30.88 -1.85387 0.0353815 0.145142 0.946061
30.9 1.19282 -0.0299257 0.129119 0.950689
30.92 -4.51059 -0.151153 0.100845 0.949473
30.94 -4.51059 -0.0140063 0.0697434 0.960706
30.96 1.91417 0.0747155 0.0376991 0.965326
30.98 -2.15535 -0.0761298 0.00628319 0.951594
31 -4.51059 -0.035176 -0.0329867 0.96476
31.02 -0.228429 0.136312 -0.0791681 0.967406
31.04 2.93664 0.0814127 -0.11404 0.94966
31.06 -3.29039 -0.0122109 -0.152996 0.951702
31.08 -2.63137 0.104404 -0.190381 0.952276
31.1 4.11956 0.184153 -0.224938 0.956747
31.12 2.14089 0.0661547 -0.252584 0.956945
31.14 -2.68585 0.0581252 -0.279602 0.946714
31.16 1.7789 0.18702 -0.30285 0.953099
31.18 4.51059 0.174033 -0.316358 0.954898
31.2 0.680496 0.0633364 -0.322013 0.957485
31.22 0.286927 0.113837 -0.327982 0.96313
31.24 4.51059 0.169526 -0.322327 0.954433
31.26 4.1911 0.0945402 -0.315102 0.962102
31.28 1.04078 0.0685995 -0.300965 0.9632
31.3 3.31696 0.120032 -0.284 0.948476
31.32 4.51059 0.0898869 -0.261695 0.95359
31.34 1.77346 0.0118633 -0.230907 0.955029
31.36 1.74157 0.0527182 -0.202633 0.957516
31.38 4.16578 0.0663207 -0.172159 0.959674
31.4 2.73508 -0.0186323 -0.135403 0.953453
31.42 -0.299418 -0.0472189 -0.0983318 0.961825
31.44 1.68686 0.0101198 -0.065031 0.96564
31.46 3.14581 -0.0224951 -0.0317301 0.951682
31.48 -0.426167 -0.10547 0.00282743 0.967304
31.5 -0.962221 -0.0682458 0.027646 0.968122
31.52 2.09665 -0.0298108 0.0568628 0.952381
31.54 0.603718 -0.105726 0.0832522 0.957214
