# Generated from ../data/13JUL2013/000.dat
time gyro_x lean_rate_est
21.84 -0.0147131 -0.0147716
21.845 -0.0111704 -0.0158662
21.85 -0.0193495 -0.0183391
21.855 -0.0124719 -0.0187163
21.86 -0.0179132 -0.0200632
21.865 -0.0130992 -0.0200353
21.87 -0.00295985 -0.017944
21.875 -0.00888787 -0.0176612
21.88 -0.0134669 -0.0184092
21.885 -0.0107046 -0.0184061
21.89 -0.00769204 -0.0177619
21.895 -0.0177449 -0.0194233
21.9 -0.0167196 -0.0204062
21.905 -0.025327 -0.0228916
21.91 -0.0207769 -0.0237342
21.915 -0.0180385 -0.0237633
21.92 -0.0207303 -0.0243261
21.925 -0.0175744 -0.0240878
21.93 -0.0307412 -0.0266002
21.935 -0.0136375 -0.0248555
21.94 -0.0205229 -0.0249877
21.945 -0.0198633 -0.0249363
21.95 -0.00679412 -0.0221513
21.955 -0.0213411 -0.0231475
21.96 -0.015986 -0.0227359
21.965 -0.0275985 -0.0248099
21.97 -0.0205644 -0.0248418
21.975 -0.0211494 -0.0249164
21.98 -0.025095 -0.0257445
21.985 -0.0255538 -0.0264021
21.99 -0.0258889 -0.0268798
21.995 -0.0158265 -0.0250995
22 -0.0154801 -0.0236587
22.005 -0.0168706 -0.0228595
22.01 -0.0102127 -0.0208852
22.015 -0.0205964 -0.0215664
22.02 -0.0118777 -0.0202449
22.025 -0.0182835 -0.0205814
22.03 -0.0232708 -0.0218723
22.035 -0.0256587 -0.0232851
22.04 -0.0291193 -0.0250027
22.045 -0.0287874 -0.0261591
22.05 -0.030729 -0.0273459
22.055 -0.0274166 -0.0274618
22.06 -0.0264676 -0.0272751
22.065 -0.0234321 -0.0264325
22.07 -0.0255254 -0.0261699
22.075 -0.0194262 -0.0246455
22.08 -0.0179072 -0.0231319
22.085 -0.0133009 -0.0210066
22.09 -0.00368229 -0.0174136
22.095 -0.0122533 -0.0165326
22.1 -0.0112743 -0.0156649
22.105 -0.0141968 -0.0156241
22.11 -0.0168535 -0.0161396
22.115 -0.0144242 -0.0160116
22.12 -0.0219556 -0.0174767
22.125 -0.02041 -0.0182163
22.13 -0.0243523 -0.0195552
22.135 -0.0209912 -0.0198158
22.14 -0.0193416 -0.0196344
22.145 -0.0204283 -0.0196914
22.15 -0.0168822 -0.0189659
22.155 -0.0209228 -0.0192353
22.16 -0.014018 -0.01797
22.165 -0.0169685 -0.0176247
22.17 -0.0155646 -0.0170479
22.175 -0.0128053 -0.0160337
22.18 -0.012624 -0.0152196
22.185 -0.0100563 -0.0140745
22.19 -0.00612557 -0.0124014
22.195 -0.00931244 -0.0118233
22.2 -0.0170632 -0.0130028
22.205 -0.0164839 -0.0137502
22.21 -0.0192395 -0.0148649
22.215 -0.0196184 -0.0157498
22.22 -0.0101665 -0.0144218
22.225 -0.0199202 -0.0154404
22.23 -0.0160364 -0.0153717
22.235 -0.0167093 -0.0154339
22.24 -0.0197865 -0.0160957
22.245 -0.0124317 -0.015037
22.25 -0.0117983 -0.0140993
22.255 -0.0103742 -0.0130953
22.26 -0.0140289 -0.0130997
22.265 -0.0120101 -0.0126769
22.27 -0.012249 -0.0124002
22.275 -0.0111255 -0.0119529
22.28 -0.00854165 -0.0110757
22.285 -0.011709 -0.0110744
22.29 -0.0044694 -0.0095656
22.295 -0.00790152 -0.00915936
22.3 -0.0108408 -0.00947354
22.305 -0.0133636 -0.0102309
22.31 -0.016625 -0.0114648
22.315 -0.00598835 -0.0101629
22.32 -0.0162461 -0.011317
22.325 -0.00552073 -0.0099371
22.33 -0.0117061 -0.0101932
22.335 -0.00798426 -0.00960725
22.34 -0.0078365 -0.00914474
22.345 -0.0164351 -0.0105927
22.35 -0.0132802 -0.0110142
22.355 -0.0154499 -0.0117736
22.36 -0.010519 -0.0113034
22.365 -0.0128116 -0.0114155
22.37 -0.0164734 -0.0122467
22.375 -0.00939844 -0.0113764
22.38 -0.00673799 -0.0101576
22.385 -0.00466272 -0.00880996
22.39 -0.00584336 -0.00804972
22.395 -0.00899786 -0.00814083
22.4 -0.00927932 -0.00826998
22.405 -0.0116214 -0.00885294
22.41 -0.0115028 -0.00925693
22.415 -0.0124497 -0.00974697
22.42 -0.0129407 -0.0101999
22.425 -0.00940059 -0.00978284
22.43 -0.0170859 -0.0110506
22.435 -0.0128737 -0.0110971
22.44 -0.0100638 -0.010523
22.445 -0.00673148 -0.00937793
22.45 -0.0115815 -0.00951688
22.455 -0.00337374 -0.00789933
22.46 -0.00729357 -0.00749933
22.465 -0.0123984 -0.00826432
22.47 -0.00984057 -0.00829405
22.475 -0.010993 -0.00854259
22.48 -0.00614726 -0.00771003
22.485 -0.0163307 -0.00920035
22.49 -0.0116592 -0.00931764
22.495 -0.0119001 -0.00943386
22.5 -0.00402403 -0.00785823
22.505 -0.00512699 -0.00688574
22.51 -0.00644881 -0.00642333
22.515 -0.000358261 -0.00479968
22.52 -0.00569161 -0.00469218
22.525 -0.00296509 -0.00404791
22.53 -0.00271514 -0.00351774
22.535 -0.00664822 -0.00394722
22.54 -0.00432888 -0.0037979
22.545 -0.0120861 -0.00530631
22.55 -0.00609056 -0.00518018
22.555 -0.00726222 -0.00533104
22.56 -0.00472728 -0.00490955
22.565 -0.00309752 -0.00424881
22.57 -0.00713993 -0.00460248
22.575 -0.000961241 -0.00357836
22.58 -0.00248401 -0.00313864
22.585 -0.00254353 -0.00283563
22.59 -0.00657297 -0.00345668
22.595 -0.00283653 -0.00315181
22.6 -0.00506269 -0.00339547
22.605 -0.000446061 -0.00262171
22.61 -0.00373676 -0.00273697
22.615 -0.0105979 -0.00426099
22.62 -0.00507042 -0.00424807
22.625 -0.0128908 -0.00586278
22.63 -0.00386308 -0.0051748
22.635 -0.00708156 -0.00531507
22.64 0.00128503 -0.0036605
22.645 -0.0018954 -0.00308513
22.65 0.00445953 -0.00132478
22.655 0.00325101 -0.000271791
22.66 0.00386743 0.000620155
22.665 0.00487695 0.00147067
22.67 0.00190008 0.00144784
22.675 -0.00435596 8.78182e-05
22.68 -0.00245429 -0.000566319
22.685 -0.00838816 -0.00232001
22.69 -0.00767371 -0.00350101
22.695 -0.00691863 -0.00423201
22.7 -0.00542973 -0.00446343
22.705 0.00164661 -0.00315141
22.71 -0.00382858 -0.00331071
22.715 0.00144507 -0.00232599
22.72 0.00607737 -0.000622137
22.725 0.00624347 0.000678563
22.73 4.42202e-05 0.000340201
22.735 -0.00299624 -0.000567076
22.74 -0.00048097 -0.000737576
22.745 0.00256524 -0.00023938
22.75 -0.00884291 -0.00225775
22.755 -0.00698483 -0.00338717
22.76 -0.00679446 -0.00418861
22.765 -0.0083142 -0.00509484
22.77 -0.00601038 -0.00527587
22.775 -0.00219218 -0.00459402
22.78 0.000186797 -0.00356865
22.785 0.00634774 -0.00149962
22.79 0.00575007 -6.95253e-05
22.795 0.00561754 0.000963331
22.8 0.00409442 0.0013999
22.805 0.00659275 0.00222383
22.81 -0.00349026 0.000703841
22.815 -0.0077674 -0.00135682
22.82 -0.00516283 -0.00237524
22.825 -0.00468867 -0.00304182
22.83 -0.00561958 -0.0037319
22.835 -0.00301289 -0.00369635
22.84 0.00345905 -0.00230161
22.845 0.00445925 -0.00103766
22.85 0.00847844 0.000753338
22.855 0.00992737 0.00239133
22.86 0.0121039 0.0040533
22.865 0.00461493 0.00370522
22.87 -0.00288869 0.00184065
22.875 -0.00322427 0.000343266
22.88 -0.00487867 -0.00114168
22.885 -0.0100406 -0.00333885
22.89 -0.0070804 -0.00436015
22.895 -0.00488833 -0.0046509
22.9 -0.00489403 -0.00484726
22.905 0.00106121 -0.00372564
22.91 0.00518587 -0.00199995
22.915 0.011678 0.000662797
22.92 0.00762321 0.00181126
22.925 0.0110781 0.00337761
22.93 0.00117417 0.00245668
22.935 0.00532292 0.00260583
22.94 -0.00591695 0.000342797
22.945 -0.00711772 -0.00162522
22.95 -0.00464278 -0.00258932
22.955 -0.0100678 -0.00443856
22.96 -0.000783388 -0.0038682
22.965 0.00258739 -0.0027109
22.97 -0.000914547 -0.00255598
22.975 0.00770718 -0.000621594
22.98 0.00946651 0.00120766
22.985 0.00884668 0.00244775
22.99 0.00757687 0.00309884
22.995 0.00384026 0.00278182
23 -0.0011208 0.00148406
23.005 -0.00351684 -8.28838e-06
23.01 -0.00417313 -0.00127674
23.015 -0.00290958 -0.00196163
23.02 -0.00769913 -0.00346843
23.025 -0.0031589 -0.00363351
23.03 0.00379897 -0.0022796
23.035 0.00530175 -0.000928832
23.04 0.0132917 0.00176244
23.045 0.00815244 0.00270363
23.05 0.00792261 0.0033441
23.055 0.0030466 0.00277859
23.06 4.38705e-05 0.00170417
23.065 0.00283246 0.00145834
23.07 -0.00217973 0.000215946
23.075 -0.00645221 -0.00161805
23.08 -0.0024218 -0.00215074
23.085 -0.000130212 -0.00205898
23.09 -0.00403553 -0.00279134
23.095 0.00739921 -0.000934412
23.1 0.00621531 0.000227992
23.105 0.0137268 0.00267247
23.11 0.010545 0.00383041
23.115 0.0111135 0.00479643
23.12 0.00639362 0.00450565
23.125 -0.00216328 0.002463
23.13 0.00218258 0.00180969
23.135 -0.00189364 0.000451607
23.14 -0.00553209 -0.00134004
23.145 -0.00258076 -0.0020678
23.15 -0.00136738 -0.00234898
23.155 0.00182162 -0.00187705
23.16 0.00782183 -0.000251285
23.165 0.00997903 0.00143025
23.17 0.0140943 0.00355674
23.175 0.0177741 0.00590994
23.18 0.0101943 0.00606576
23.185 0.00957505 0.0060126
23.19 0.00761718 0.005524
23.195 -0.00164597 0.0031772
23.2 -0.00113368 0.00149174
23.205 -0.00795514 -0.00121598
23.21 -0.00711593 -0.00307364
23.215 -0.000963541 -0.00317038
23.22 -0.00334123 -0.00371341
23.225 0.00736418 -0.00185912
23.23 0.00469401 -0.000999158
23.235 0.0123664 0.00126263
23.24 0.00522825 0.0014698
23.245 0.00516122 0.0016028
23.25 0.00809655 0.00230341
23.255 0.000146337 0.00116156
23.26 -0.00892532 -0.00161077
23.265 -0.00562076 -0.00300629
23.27 -0.0056088 -0.00403823
23.275 -0.00193049 -0.00402055
23.28 -0.00149748 -0.00388754
23.285 0.000428498 -0.00335385
23.29 0.00814949 -0.00131118
23.295 0.00778951 0.000162054
23.3 0.0136103 0.00248958
23.305 0.00845425 0.00315096
23.31 0.00770465 0.00346937
23.315 0.00515738 0.00315094
23.32 -0.00111154 0.0015716
23.325 0.00390349 0.00140739
23.33 -0.00335883 -0.000243555
23.335 0.00411684 7.24953e-05
23.34 -0.00368025 -0.00132184
23.345 -0.00162767 -0.00193858
23.35 0.000332032 -0.00198495
23.355 0.00219292 -0.00161342
23.36 0.010422 0.000396444
23.365 0.00796692 0.00140387
23.37 0.00595174 0.00173027
23.375 0.00816201 0.0024299
23.38 0.00322263 0.0019073
23.385 0.00534603 0.00194223
23.39 0.00398129 0.00167045
23.395 0.00238994 0.00111339
23.4 -0.0018962 -0.000223492
23.405 -0.00310577 -0.00148528
23.41 0.00311215 -0.0011407
23.415 -0.00337844 -0.00223772
23.42 0.00432298 -0.00144493
23.425 0.000846446 -0.00157308
23.43 -0.000244327 -0.00189875
23.435 -0.00128772 -0.0023531
23.44 -0.000240955 -0.00246937
23.445 0.00162474 -0.00215291
23.45 0.00246653 -0.00173303
23.455 -0.00129321 -0.00219525
23.46 -0.00590364 -0.00350031
23.465 0.00345546 -0.00251211
23.47 0.00428004 -0.00157821
23.475 0.00532614 -0.00065278
23.48 0.00129013 -0.000798733
23.485 -0.0019422 -0.00158663
23.49 0.00150107 -0.00146199
23.495 -0.0047139 -0.00266454
23.5 0.00460395 -0.00162066
23.505 0.000544411 -0.00168161
23.51 -0.00687713 -0.00327789
23.515 0.00393712 -0.00221687
23.52 -0.000109284 -0.00225762
23.525 0.00279881 -0.00168091
23.53 0.00350724 -0.00110334
23.535 -0.000874798 -0.00158627
23.54 0.00267275 -0.00121753
23.545 -0.00605567 -0.00276576
23.55 0.00516372 -0.00158664
23.555 0.00366497 -0.00101506
23.56 -0.00540689 -0.00248608
23.565 -0.00214172 -0.00291219
23.57 -0.00846556 -0.00455118
23.575 -0.00331606 -0.00469025
23.58 -0.00466476 -0.00505887
23.585 -0.000608792 -0.0044663
23.59 -0.00336224 -0.00457643
23.595 -5.34184e-05 -0.0039467
23.6 0.000642716 -0.00330741
23.605 -0.00425567 -0.00384049
23.61 0.00491578 -0.00231282
23.615 -0.00262979 -0.00273661
23.62 0.000810821 -0.00233196
23.625 -0.00245291 -0.00271249
23.63 0.00201199 -0.00206776
23.635 0.000870312 -0.00182471
23.64 -0.0045538 -0.00278546
23.645 0.00149356 -0.00224629
23.65 0.00136586 -0.00187036
23.655 0.00224746 -0.00140733
23.66 -0.000502005 -0.0016461
23.665 0.00205611 -0.00130065
23.67 0.00116893 -0.00123335
23.675 -0.010319 -0.00359451
23.68 0.000283328 -0.00315606
23.685 -0.00659892 -0.00425983
23.69 -0.00221999 -0.00416744
23.695 0.00127385 -0.003356
23.7 -0.00344121 -0.00372361
23.705 0.00687136 -0.00183626
23.71 -0.00432541 -0.00275706
23.715 0.0113807 -0.000171329
23.72 0.00695852 0.000841618
23.725 -0.00254848 -0.000408733
23.73 0.00075899 -0.000685095
23.735 -0.00925233 -0.00300449
23.74 -0.00527586 -0.00393375
23.745 -0.0109813 -0.00582444
23.75 -0.00754188 -0.00652019
23.755 -0.0154912 -0.00868932
23.76 -0.0106393 -0.00927471
23.765 0.000892273 -0.00726319
23.77 0.0034634 -0.0051783
23.775 0.00725432 -0.00279307
23.78 0.00559417 -0.00134078
23.785 0.0042273 -0.000542238
23.79 0.00811393 0.000854058
23.795 -0.00171421 -0.000176133
23.8 -0.000433324 -0.000713443
23.805 -0.00142116 -0.00134199
23.81 -0.00639299 -0.0028768
23.815 -0.0132562 -0.00547759
23.82 -0.00650865 -0.00602451
23.825 -0.0049609 -0.00609879
23.83 -0.00654217 -0.00646604
23.835 0.00632727 -0.00403011
23.84 0.00212376 -0.00306037
23.845 0.00709976 -0.00129107
23.85 0.00706666 2.53063e-05
23.855 0.00977354 0.00156081
23.86 0.002066 0.00107991
23.865 -0.00208671 -0.000185975
23.87 -0.00561043 -0.0019033
23.875 -0.00650591 -0.00339968
23.88 -0.0101597 -0.00529465
23.885 -0.00455392 -0.00554056
23.89 -0.00744519 -0.00631403
23.895 -0.00279942 -0.00590472
23.9 -0.0054344 -0.00612651
23.905 0.00412012 -0.00427538
23.91 0.00566748 -0.00254225
23.915 0.00477292 -0.00141773
23.92 0.00156854 -0.00124863
23.925 -0.00585877 -0.00268717
23.93 -0.00241471 -0.0030584
23.935 -0.00195549 -0.00324572
23.94 -0.00372771 -0.00376018
23.945 0.00114773 -0.00312594
23.95 0.000113092 -0.00286519
23.955 0.00175696 -0.00232835
23.96 0.00309737 -0.00164968
23.965 0.00831843 -5.85644e-05
23.97 0.00442227 0.00031166
23.975 0.00280614 0.000227066
23.98 -0.00318967 -0.00111561
23.985 5.86175e-05 -0.00146647
23.99 -0.00493227 -0.00278692
23.995 -0.00873336 -0.00458656
24 -0.00680585 -0.00552636
24.005 -0.00406844 -0.00564358
24.01 0.00109731 -0.0046291
24.015 0.00403734 -0.00323126
24.02 0.00151522 -0.00269836
24.025 0.00941909 -0.000642622
24.03 0.0113312 0.00130054
24.035 0.00870498 0.00219151
24.04 0.000891681 0.00119281
24.045 -0.00202257 -0.000206302
24.05 -0.00572526 -0.00206971
24.055 -0.01103 -0.00459903
24.06 -0.0106802 -0.00643155
24.065 -0.00916318 -0.00748623
24.07 -0.00451547 -0.00728115
24.075 -0.00447955 -0.00709429
24.08 0.00135353 -0.0057069
24.085 0.00654358 -0.00355432
24.09 0.00508913 -0.00222484
24.095 0.0102171 -0.00015762
24.1 0.00685024 0.000684388
24.105 0.00421541 0.000735993
24.11 -0.00484949 -0.00114916
24.115 -0.00325744 -0.00225916
24.12 -0.00743438 -0.00397634
24.125 -0.0107987 -0.00598358
24.13 -0.000529588 -0.00533707
24.135 -0.0104842 -0.00691762
24.14 -0.00599034 -0.00715041
24.145 0.00172356 -0.00568659
24.15 -0.00227999 -0.00539705
24.155 0.00348515 -0.00396141
24.16 0.00169621 -0.00324289
24.165 0.001467 -0.00275362
24.17 0.0111255 -0.000367852
24.175 -0.00184829 -0.00129881
24.18 0.000453966 -0.00154228
24.185 0.000400734 -0.00175562
24.19 -0.00194965 -0.0024243
24.195 0.00187819 -0.00214304
24.2 -0.0022806 -0.00281449
24.205 0.00101467 -0.00264212
24.21 0.00476972 -0.00173437
24.215 0.00240851 -0.00155499
24.22 -0.000584519 -0.00206026
24.225 -0.00360011 -0.00308019
24.23 -0.000136541 -0.00313676
24.235 -0.00313412 -0.00380764
24.24 -0.00744018 -0.00521378
24.245 -0.000862981 -0.00488912
24.25 0.00108819 -0.00422323
24.255 -0.00146887 -0.00425112
24.26 0.0063668 -0.00261957
24.265 0.000827524 -0.00255037
24.27 0.0120834 -0.000149275
24.275 0.00596614 0.000366933
24.28 0.00405692 0.000328804
24.285 0.000366384 -0.000500494
24.29 -0.00535637 -0.00235127
24.295 -0.000972405 -0.0028464
24.3 -0.00840553 -0.00478232
24.305 -0.00808269 -0.00617576
24.31 -0.00158107 -0.00585403
24.315 0.0012465 -0.00500303
24.32 -0.000648219 -0.00474967
24.325 -0.00427933 -0.00530391
24.33 0.00373087 -0.00403604
24.335 -0.000123312 -0.0038784
24.34 -0.00190923 -0.00413067
24.345 0.000625867 -0.0037876
24.35 0.00120183 -0.00340587
24.355 -0.000203325 -0.00341184
24.36 -0.00343991 -0.00409848
24.365 -0.000323412 -0.0039662
24.37 0.00163608 -0.00345118
24.375 0.000934051 -0.00322055
24.38 -0.00708323 -0.00473054
24.385 0.000469365 -0.00429097
24.39 -0.000360727 -0.00413138
24.395 -0.00197405 -0.00434872
24.4 -0.00484127 -0.00510757
24.405 -0.00627507 -0.00598179
24.41 0.000360567 -0.0052421
24.415 0.000574587 -0.0046255
24.42 0.00828602 -0.00254711
24.425 -0.00124442 -0.00297816
24.43 0.00635245 -0.00171932
24.435 -0.00105838 -0.00234029
24.44 0.00595484 -0.00135725
24.445 0.00338803 -0.0011667
24.45 0.00464245 -0.000789559
24.455 -0.00177887 -0.00187315
24.46 -0.0043075 -0.00324118
24.465 -0.00767453 -0.00499312
24.47 -0.00606753 -0.0059815
