# Generated from ../data/13JUL2013/024.dat
freq T_s gyro_x steer v
0 1 0.0148925 0.0636438 5.01969
0.799201 1 0.0755802 0.197558 0.0210714
1.5984 1 0.0355636 0.0469378 0.00559174
2.3976 1 0.0328923 0.0646786 0.00502573
3.1968 1 0.0323895 0.0767924 0.0205184
3.996 1 0.0222074 0.0613851 0.00674259
4.7952 1 0.0589164 0.114313 0.0554729
5.59441 1 0.0161446 0.033654 0.00710271
6.39361 1 0.0165308 0.0434721 0.01125
7.19281 1 0.0158998 0.0272223 0.00784202
7.99201 1 0.0152022 0.0342872 0.00569962
8.79121 1 0.021898 0.0234337 0.00148327
9.59041 1 0.0250701 0.0331728 0.00139527
10.3896 1 0.0192527 0.0114538 0.00117684
11.1888 1 0.0199528 0.0173541 0.00133849
11.988 1 0.0258422 0.00737132 0.00151188
12.7872 1 0.0226799 0.00393973 0.00123746
13.5864 1 0.0256982 0.000406774 0.000293931
14.3856 1 0.030654 0.0011359 0.000145588
15.1848 1 0.0302854 0.00523833 0.00155045
15.984 1 0.0204811 0.00581723 0.00606818
16.7832 1 0.0593257 0.0148515 0.0154692
17.5824 1 0.0302852 0.0110834 0.0174051
18.3816 1 0.0405771 0.0164719 0.0150944
19.1808 1 0.0322386 0.0132199 0.00581102
19.98 1 0.0552925 0.0264497 0.00664974
20.7792 1 0.0413021 0.0223962 0.000871979
21.5784 1 0.0560915 0.0288199 0.0163486
22.3776 1 0.0400667 0.0243189 0.0135129
23.1768 1 0.0529619 0.0253771 0.0114855
23.976 1 0.0575074 0.0361323 0.0130111
24.7752 1 0.0453891 0.0238323 0.0132905
25.5744 1 0.0141817 0.0155983 0.0112079
26.3736 1 0.0119233 0.00701775 0.00486161
27.1728 1 0.00618333 0.00489742 0.00167591
27.972 1 0.00343173 0.00215315 0.00184948
28.7712 1 0.0145743 0.00842876 0.00108203
29.5704 1 0.00500349 0.00256071 0.000849177
30.3696 1 0.0250535 0.0169733 0.010182
31.1688 1 0.0169764 0.0104394 0.00194459
31.968 1 0.0281999 0.0136118 0.00510277
32.7672 1 0.0733002 0.0409626 0.0146277
33.5664 1 0.071903 0.0313803 0.0353043
34.3656 1 0.0208645 0.0393183 0.0224999
35.1648 1 0.0414358 0.0228924 0.0351558
35.964 1 0.0380519 0.0196896 0.0349682
36.7632 1 0.0411356 0.0249388 0.0319829
37.5624 1 0.109911 0.0590445 0.0923984
38.3616 1 0.0415925 0.0202277 0.017281
39.1608 1 0.0221283 0.00939126 0.00494525
39.96 1 0.0643739 0.0290822 0.0128363
40.7592 1 0.0611443 0.0279482 0.00942683
41.5584 1 0.0251967 0.00381238 0.00125103
42.3576 1 0.0351128 0.00208705 0.000346929
43.1568 1 0.0319328 0.00262271 0.000608141
43.956 1 0.0546632 0.0205109 0.0209475
44.7552 1 0.0245821 0.00619027 0.00587356
45.5544 1 0.0229345 0.00665345 0.0087873
46.3536 1 0.0747179 0.0317924 0.0195758
47.1528 1 0.0595281 0.0486361 0.0351267
47.952 1 0.0227312 0.0253937 0.0216354
48.7512 1 0.0975395 0.0414234 0.0393105
49.5504 1 0.0430464 0.0205352 0.0145236
50.3496 1 0.0433872 0.0422308 0.0359255
51.1488 1 0.10536 0.0350334 0.00374762
51.948 1 0.0266403 0.0159635 0.0026638
52.7472 1 0.0215712 0.0181602 0.00245432
53.5464 1 0.016601 0.0181491 0.00101499
54.3457 1 0.0270441 0.0176032 0.0084546
55.1449 1 0.0169703 0.00390037 0.00416156
55.9441 1 0.0117177 0.00780864 0.0010217
56.7433 1 0.0579693 0.005901 0.00473173
57.5425 1 0.0330379 0.00318993 0.00297488
58.3417 1 0.020499 0.00569916 0.0060562
59.1409 1 0.0366394 0.0157945 0.0120356
59.9401 1 0.121999 0.0319548 0.0300448
60.7393 1 0.0261355 0.015943 0.00786135
61.5385 1 0.0540061 0.0335456 0.00890292
62.3377 1 0.038085 0.0149399 0.00155749
63.1369 1 0.0267323 0.0177132 0.00230677
63.9361 1 0.0351978 0.0292707 0.0111615
64.7353 1 0.0164824 0.0336333 0.00815309
65.5345 1 0.0332359 0.035936 0.00881521
66.3337 1 0.0226175 0.0120212 0.00947639
67.1329 1 0.030485 0.00613946 0.00628016
67.9321 1 0.0965671 0.0499533 0.02469
68.7313 1 0.140042 0.0229974 0.0308442
69.5305 1 0.0335295 0.0193707 0.00640913
70.3297 1 0.0586208 0.00289634 0.00106739
71.1289 1 0.0823095 0.00655509 0.0015065
71.9281 1 0.0554907 0.00380777 0.00213971
72.7273 1 0.110598 0.0212369 0.00417425
73.5265 1 0.046462 0.0202688 0.00313354
74.3257 1 0.0491006 0.0189535 0.00707546
75.1249 1 0.116623 0.0348909 0.0179256
75.9241 1 0.0210975 0.0319748 0.00607768
76.7233 1 0.141378 0.0860429 0.0193965
77.5225 1 0.0336445 0.0307751 0.0312441
78.3217 1 0.171949 0.0455476 0.0453192
79.1209 1 0.0597541 0.0314052 0.0248193
79.9201 1 0.10805 0.0321877 0.0143161
80.7193 1 0.228063 0.08301 0.0904984
81.5185 1 0.14909 0.0238254 0.023611
82.3177 1 0.0455399 0.00634176 0.000728212
83.1169 1 0.0693309 0.011564 0.00175023
83.9161 1 0.0630099 0.0168415 0.00145448
