# Generated from ../data/13JUL2013/000.dat
time steer steer_est v v_c
24.04 0.00125664 0.00321291 1.92094 2
24.045 0.0015708 0.00346359 1.91964 2
24.05 0.0015708 0.00369042 1.92896 2
24.055 0.00188496 0.0039312 1.93303 2
24.06 0.00188496 0.00412134 1.92569 2
24.065 0.00188496 0.00425067 1.93339 2
24.07 0.00188496 0.00432814 1.92595 2
24.075 0.00188496 0.00434275 1.93358 2
24.08 0.00188496 0.00433404 1.93637 2
24.085 0.00188496 0.00431481 1.93843 2
24.09 0.00188496 0.00428212 1.92962 2
24.095 0.00188496 0.00428504 1.93625 2
24.1 0.00188496 0.00430151 1.92803 2
24.105 0.00188496 0.00434699 1.9351 2
24.11 0.00188496 0.00439323 1.93748 2
24.115 0.00188496 0.00446947 1.93923 2
24.12 0.00219911 0.00458869 1.9302 2
24.125 0.00219911 0.00467141 1.93668 2
24.13 0.00219911 0.00475762 1.93863 2
24.135 0.00219911 0.00475944 1.94007 2
24.14 0.00219911 0.00474666 1.9411 2
24.145 0.00219911 0.00472614 1.94187 2
24.15 0.00219911 0.00466174 1.93213 2
24.155 0.00219911 0.0046124 1.93808 2
24.16 0.00219911 0.00455595 1.92937 2
24.165 0.00219911 0.00451286 1.93607 2
24.17 0.00219911 0.00452643 1.93819 2
24.175 0.00251327 0.00457197 1.93975 2
24.18 0.00251327 0.00465297 1.94087 2
24.185 0.00251327 0.00474474 1.9417 2
24.19 0.00282743 0.00489257 1.94229 2
24.195 0.00282743 0.00504595 1.94274 2
24.2 0.00282743 0.00516875 1.94304 2
24.205 0.00282743 0.00529327 1.94329 2
24.21 0.00282743 0.00541726 1.94344 2
24.215 0.00282743 0.00552185 1.94358 2
24.22 0.00282743 0.00561344 1.94366 2
24.225 0.00282743 0.00569136 1.93346 2
24.23 0.00282743 0.00577469 1.93903 2
24.235 0.00282743 0.00583012 1.94037 2
24.24 0.00282743 0.00585345 1.94132 2
24.245 0.00282743 0.00588236 1.94204 2
24.25 0.00282743 0.00589184 1.94254 2
24.255 0.00282743 0.00587429 1.95321 2
24.26 0.00314159 0.00594049 1.94793 2
24.265 0.00314159 0.0059726 1.94685 2
24.27 0.00314159 0.00605321 1.94604 2
24.275 0.00345575 0.00617757 1.94548 2
24.28 0.00345575 0.00631102 1.94504 2
24.285 0.00376991 0.0065056 1.94475 2
24.29 0.00376991 0.00667634 1.94451 2
24.295 0.00376991 0.00685073 1.94436 2
24.3 0.00408407 0.00702718 1.94423 2
24.305 0.00408407 0.00716396 1.94415 2
24.31 0.00408407 0.00727455 1.94407 2
24.315 0.00408407 0.00734427 1.94404 2
24.32 0.00408407 0.00737017 1.95428 2
24.325 0.00408407 0.00736067 1.94872 2
24.33 0.00408407 0.0073677 1.9474 2
24.335 0.00408407 0.0073458 1.94646 2
24.34 0.00408407 0.00731735 1.94576 2
24.345 0.00408407 0.0073004 1.94526 2
24.35 0.00408407 0.0072856 1.94488 2
24.355 0.00439823 0.00732936 1.94463 2
24.36 0.00439823 0.00735726 1.94442 2
24.365 0.00439823 0.00739337 1.94429 2
24.37 0.00471239 0.00748867 1.93389 2
24.375 0.00471239 0.00756724 1.93936 2
24.38 0.00471239 0.00760726 1.94059 2
24.385 0.00471239 0.00767017 1.9415 2
24.39 0.00471239 0.00771204 1.94214 2
24.395 0.00471239 0.00773739 1.94263 2
24.4 0.00471239 0.00774411 1.93268 2
24.405 0.00471239 0.00773647 1.93848 2
24.41 0.00471239 0.0077405 1.93994 2
24.415 0.00471239 0.00772827 1.93074 2
24.42 0.00471239 0.00774135 1.93705 2
24.425 0.00471239 0.00772196 1.93892 2
24.43 0.00471239 0.00775306 1.92998 2
24.435 0.00502655 0.00782994 1.93651 2
24.44 0.00502655 0.00794563 1.93851 2
24.445 0.00502655 0.00805486 1.9297 2
24.45 0.00534071 0.00823998 1.93629 2
24.455 0.00534071 0.00839939 1.93837 2
24.46 0.00565487 0.00860776 1.93986 2
24.465 0.00565487 0.00877879 1.94097 2
24.47 0.00565487 0.00892073 1.94175 2
24.475 0.00596903 0.00906332 1.93206 2
24.48 0.00596903 0.00916373 1.93801 2
24.485 0.00596903 0.00921944 1.93962 2
24.49 0.00596903 0.00923339 1.94077 2
24.495 0.00596903 0.00923689 1.94163 2
24.5 0.00628319 0.00928587 1.94224 2
24.505 0.00628319 0.00935184 1.9427 2
24.51 0.00628319 0.00940669 1.94302 2
24.515 0.00659734 0.00954937 1.94327 2
24.52 0.00659734 0.00968409 1.94343 2
24.525 0.00659734 0.00980257 1.94357 2
24.53 0.0069115 0.00996595 1.94365 2
24.535 0.0069115 0.010105 1.93344 2
24.54 0.0069115 0.0101941 1.93902 2
24.545 0.0069115 0.010215 1.94035 2
24.55 0.0069115 0.0101938 1.94131 2
24.555 0.00659734 0.0100656 1.94202 2
24.56 0.00659734 0.00992811 1.94252 2
24.565 0.00659734 0.00978084 1.94291 2
24.57 0.00659734 0.00963228 1.94317 2
24.575 0.00659734 0.00951952 1.94338 2
24.58 0.00659734 0.00941056 1.94351 2
24.585 0.00659734 0.00934043 1.94363 2
24.59 0.00659734 0.00927824 1.94369 2
24.595 0.0069115 0.00930024 1.94376 2
24.6 0.0069115 0.00929078 1.9335 2
24.605 0.0069115 0.00926085 1.93908 2
24.61 0.0069115 0.00920791 1.94038 2
24.615 0.0069115 0.00910414 1.94135 2
24.62 0.00659734 0.00891603 1.95232 2
24.625 0.00659734 0.00871679 1.9473 2
24.63 0.00628319 0.00844332 1.95665 2
24.635 0.00596903 0.00815295 1.95045 2
24.64 0.00596903 0.00787679 1.94866 2
24.645 0.00565487 0.00760844 1.94738 2
24.65 0.00565487 0.00739796 1.94643 2
24.655 0.00534071 0.00716414 1.94575 2
24.66 0.00534071 0.00700034 1.94524 2
24.665 0.00534071 0.00685428 1.95517 2
24.67 0.00502655 0.00670646 1.94936 2
24.675 0.00502655 0.00655778 1.94788 2
24.68 0.00502655 0.00645577 1.94679 2
24.685 0.00502655 0.00631186 1.94602 2
24.69 0.00502655 0.0062167 1.94543 2
24.695 0.00471239 0.00608531 1.95531 2
24.7 0.00471239 0.00596597 1.94946 2
24.705 0.00471239 0.00587746 1.94796 2
24.71 0.00471239 0.00577641 1.94685 2
24.715 0.00471239 0.0057366 1.94606 2
24.72 0.00471239 0.00568493 1.94546 2
24.725 0.00439823 0.00557756 1.94505 2
24.73 0.00439823 0.0054888 1.95501 2
24.735 0.00439823 0.00535636 1.94926 2
24.74 0.00408407 0.00521937 1.9478 2
24.745 0.00408407 0.0050424 1.94675 2
24.75 0.00408407 0.00492948 1.95625 2
24.755 0.00408407 0.00481128 1.95016 2
24.76 0.00376991 0.00466865 1.94845 2
24.765 0.00376991 0.00456224 1.94723 2
24.77 0.00376991 0.0044517 1.94631 2
24.775 0.00376991 0.0044121 1.94567 2
24.78 0.00376991 0.00435754 1.95547 2
24.785 0.00376991 0.00430612 1.94959 2
24.79 0.00376991 0.00427444 1.94804 2
24.795 0.00376991 0.00420541 1.95721 2
24.8 0.00345575 0.00409847 1.95084 2
24.805 0.00345575 0.00396418 1.94897 2
24.81 0.00345575 0.00387459 1.94758 2
24.815 0.00345575 0.00376312 1.95688 2
24.82 0.00345575 0.00371051 1.9506 2
24.825 0.00345575 0.00366705 1.94879 2
24.83 0.00345575 0.00363909 1.95774 2
24.835 0.00345575 0.00366945 1.95125 2
24.84 0.00345575 0.00366111 1.94924 2
24.845 0.00314159 0.00364997 1.9478 2
24.85 0.00314159 0.00362441 1.94673 2
24.855 0.00314159 0.0035835 1.94597 2
24.86 0.00282743 0.00350134 1.9454 2
24.865 0.00282743 0.00340373 1.945 2
24.87 0.00251327 0.00327528 1.9447 2
24.875 0.00251327 0.00311916 1.94449 2
24.88 0.00251327 0.00302889 1.95461 2
24.885 0.00251327 0.00292276 1.95925 2
24.89 0.00219911 0.00279891 1.95233 2
24.895 0.00219911 0.00272937 1.96034 2
24.9 0.00219911 0.00262085 1.9634 2
24.905 0.00188496 0.00255708 1.95537 2
24.91 0.00188496 0.00246337 1.95225 2
24.915 0.00188496 0.00242347 1.96028 2
24.92 0.00188496 0.00240289 1.95308 2
24.925 0.00188496 0.00240592 1.95059 2
24.93 0.00188496 0.00242624 1.95905 2
24.935 0.00188496 0.00244642 1.96249 2
24.94 0.00188496 0.00250289 1.95469 2
24.945 0.00188496 0.0025323 1.96205 2
24.95 0.00188496 0.00259449 1.96466 2
24.955 0.0015708 0.00255692 1.97686 2
24.96 0.0015708 0.00252458 1.98298 2
24.965 0.00125664 0.00243427 1.97717 2
24.97 0.00125664 0.00232192 1.97567 2
24.975 0.00125664 0.00224844 1.97459 2
24.98 0.000942478 0.00208675 1.9635 2
24.985 0.000942478 0.00196443 1.96848 2
24.99 0.000942478 0.00186105 1.96934 2
24.995 0.000628319 0.00171964 1.96998 2
25 0.000628319 0.00162777 1.98072 2
25.005 0.000628319 0.00155988 1.97552 2
25.01 0.000628319 0.00152043 1.97447 2
25.015 0.000628319 0.00147014 1.984 2
25.02 0.000314159 0.00137654 1.9779 2
25.025 0.000314159 0.00129651 1.97622 2
25.03 0.000314159 0.00117351 1.97497 2
25.035 0 0.00103017 1.98437 2
25.04 -0.000314159 0.000800621 1.98846 2
25.045 -0.000314159 0.000621045 1.98116 2
25.05 -0.000628319 0.000399293 1.97858 2
25.055 -0.000942478 0.000182146 1.97671 2
25.06 -0.000942478 2.64163e-05 1.97533 2
25.065 -0.00125664 -0.000143805 1.97435 2
25.07 -0.00125664 -0.000226067 1.97361 2
25.075 -0.0015708 -0.00034755 1.98338 2
25.08 -0.0015708 -0.000400131 1.97745 2
25.085 -0.0015708 -0.000446985 1.97589 2
25.09 -0.00188496 -0.000551799 1.97473 2
25.095 -0.00188496 -0.000629747 1.97391 2
25.1 -0.00188496 -0.000707992 1.98358 2
25.105 -0.00219911 -0.000844165 1.97761 2
25.11 -0.00219911 -0.000974575 1.97599 2
25.115 -0.00219911 -0.00106407 1.98511 2
25.12 -0.00219911 -0.00115888 1.98899 2
25.125 -0.00219911 -0.00122884 1.99184 2
25.13 -0.00251327 -0.00133038 1.9836 2
25.135 -0.00251327 -0.00145736 1.98038 2
25.14 -0.00251327 -0.00151089 1.98829 2
25.145 -0.00251327 -0.00161493 1.99133 2
25.15 -0.00282743 -0.00175281 1.99352 2
25.155 -0.00282743 -0.0018988 1.99514 2
25.16 -0.00282743 -0.00203625 1.9963 2
25.165 -0.00314159 -0.00219372 1.99716 2
25.17 -0.00314159 -0.00234277 1.99777 2
25.175 -0.00345575 -0.00250625 2.00852 2
25.18 -0.00345575 -0.00265362 2.0033 2
25.185 -0.00376991 -0.00280657 2.00226 2
25.19 -0.00376991 -0.00292695 1.9912 2
25.195 -0.00408407 -0.00306927 1.98591 2
25.2 -0.00408407 -0.00319796 1.99232 2
25.205 -0.00439823 -0.00337246 1.99426 2
25.21 -0.00439823 -0.00349962 1.99566 2
25.215 -0.00471239 -0.00367544 1.9967 2
25.22 -0.00471239 -0.00383182 1.99743 2
25.225 -0.00471239 -0.00393978 2.00828 2
25.23 -0.00471239 -0.00403275 2.00312 2
25.235 -0.00471239 -0.00407292 2.00213 2
25.24 -0.00471239 -0.00408651 2.00139 2
25.245 -0.00471239 -0.00407773 1.99059 2
25.25 -0.00471239 -0.00404095 1.99573 2
25.255 -0.00471239 -0.00401737 1.99675 2
25.26 -0.00471239 -0.00397683 1.99747 2
25.265 -0.00471239 -0.00393924 1.98773 2
25.27 -0.00471239 -0.00389755 1.98336 2
25.275 -0.00502655 -0.00395966 1.99048 2
25.28 -0.00502655 -0.00400747 1.9929 2
25.285 -0.00534071 -0.00411623 1.99469 2
25.29 -0.00534071 -0.00422475 1.99597 2
25.295 -0.00565487 -0.00435632 1.99692 2
25.3 -0.00565487 -0.00448209 1.9976 2
25.305 -0.00565487 -0.00455871 1.99811 2
25.31 -0.00565487 -0.00461426 1.99846 2
25.315 -0.00565487 -0.00463365 1.98845 2
25.32 -0.00565487 -0.00461834 1.98388 2
25.325 -0.00565487 -0.00458502 1.99086 2
25.33 -0.00565487 -0.00453278 1.99318 2
25.335 -0.00565487 -0.00446135 1.99489 2
25.34 -0.00565487 -0.00438736 1.99612 2
25.345 -0.00565487 -0.0043207 1.99703 2
25.35 -0.00565487 -0.0042551 1.99768 2
25.355 -0.00565487 -0.0042042 1.99816 2
25.36 -0.00565487 -0.00416914 2.00879 2
25.365 -0.00596903 -0.00420588 2.0138 2
25.37 -0.00596903 -0.00424489 2.01743 2
25.375 -0.00596903 -0.00426581 2.0201 2
25.38 -0.00596903 -0.00429751 2.03231 2
25.385 -0.00596903 -0.00432763 2.02819 2
25.39 -0.00596903 -0.00435121 2.02791 2
25.395 -0.00596903 -0.00434809 2.02773 2
25.4 -0.00596903 -0.00434689 2.02758 2
25.405 -0.00596903 -0.00433385 2.02749 2
25.41 -0.00596903 -0.00433759 2.02741 2
25.415 -0.00596903 -0.00435653 2.02736 2
25.42 -0.00596903 -0.00438758 2.02731 2
25.425 -0.00596903 -0.00443334 2.02729 2
